,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
0,,,,,,,,,,,,,,,,,11.133383941138163,None,65.38730166410096,None,72.08960022614338,None,space,10.779203620972112,77.05699567100964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,88.32891110121273,None,88.32891110121273,None,97.81514599802904,None,97.81514599802904,None,107.7348545351997,None,107.7348545351997,None,107.7348545351997,None,space,16.517359670018777,107.7348545351997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.7348545351997,None,124.27211892604828,None,128.09105064999312,None,128.09105064999312,None,128.09105064999312,None,2.0,22.749987808056176,128.09105064999312,None,128.09105064999312,None,5.0,27.106629594927654,150.3633930850774,None,128.09105064999312,None,4.0,29.946664944058284,154.73255693214014,None,128.09105064999312,None,space,1.3671875491272658,29.971819278318435,None,128.09105064999312,None,128.09105064999312,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.5169180331286,None,159.5169180331286,None,159.5169180331286,None,1.0,35.44626910309307,159.5169180331286,None,159.5169180331286,None,1.0,36.45186015893705,194.51176860299893,None,159.5169180331286,None,1.0,38.25645115296357,195.52727243001573,None,159.5169180331286,None,space,1.2855218609329313,38.2921891186852,None,159.5169180331286,None,159.5169180331286,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.17942171520556,None,199.17942171520556,None,199.17942171520556,None,6.0,6.727480834815651,199.17942171520556,None,199.17942171520556,None,3.0,9.382331374799833,205.44728240021504,None,199.17942171520556,None,2.0,12.356215952895582,208.11512068798768,None,199.17942171520556,None,space,1.8832578959409148,12.377182555617765,None,199.17942171520556,None,199.17942171520556,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.28708790708333,None,224.28708790708333,None,224.28708790708333,None,2.0,3.735258074942976,224.28708790708333,None,224.28708790708333,None,3.0,22.92939505004324,227.57238487014547,None,224.28708790708333,None,1.0,9.231753775151446,231.0716367959976,None,224.28708790708333,None,space,23.29262589290738,9.264070018893108,None,224.28708790708333,None,224.28708790708333,None,213.4501774541568,None,213.4501774541568,None,213.4501774541568,None,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.8790906451177,None,256.8790906451177,None,256.8790906451177,None,2.0,3.710305976914242,256.8790906451177,None,256.8790906451177,None,2.0,7.650198602117598,260.131800678093,None,256.8790906451177,None,1.0,9.85637861606665,264.08206800115295,None,256.8790906451177,None,space,1.8030454879626632,9.879134191898627,None,256.8790906451177,None,256.8790906451177,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.6170530561358,None,268.6170530561358,None,268.6170530561358,None,1.0,3.277628147043288,268.6170530561358,None,268.6170530561358,None,1.0,4.534518742002547,271.4340916092042,None,268.6170530561358,None,1.0,5.474091266049072,272.7024051921908,None,268.6170530561358,None,space,1.4252121429890394,5.49996997974813,None,268.6170530561358,None,268.6170530561358,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.56886149407364,None,275.56886149407364,None,275.56886149407364,None,2.0,4.291031314060092,275.56886149407364,None,275.56886149407364,None,2.0,7.531158343888819,279.4038628411945,None,275.56886149407364,None,1.0,9.37057182006538,282.65555851813406,None,275.56886149407364,None,space,5.556730568176135,9.392710975604132,None,275.56886149407364,None,275.56886149407364,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.5574173082132,None,290.5574173082132,None,290.5574173082132,None,1.0,3.360753951128572,290.5574173082132,None,290.5574173082132,None,1.0,4.067040472058579,293.4589338290971,None,290.5574173082132,None,1.0,4.938436259049922,294.1749052240048,None,290.5574173082132,None,space,1.2918712538667023,4.962874616961926,None,290.5574173082132,None,290.5574173082132,None,,,,,,,,,1,2022_Apr_12_1501,SAR-soap,2021.1.2,59.91871416959168,
