Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
Trial # 257,layer6-8_T11_to_T9.jpg,layer6-8/layer6-8_T11_to_T9.jpg,TT,layer6-8,,,,,0,106,106,106,,,,,1205.412459,None,3,2.259958206,1205.412459,None,1205.412459,None,1205.412459,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 258,layer6-8_O5_to_T9.jpg,layer6-8/layer6-8_O5_to_T9.jpg,OT,layer6-8,,,,,0,107,107,107,,,,,1207.779848,None,3,2.160408175,1207.779848,None,1207.779848,None,1207.779848,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 259,layer6-8_O9_to_T8.jpg,layer6-8/layer6-8_O9_to_T8.jpg,OT,layer6-8,,,,,0,108,108,108,,,,,1210.030161,None,3,1.231300427,1210.030161,None,1210.030161,None,1210.030161,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 260,layer6-8_T1_to_T5.jpg,layer6-8/layer6-8_T1_to_T5.jpg,TT,layer6-8,,,,,0,109,109,109,,,,,1211.365472,None,3,1.55829509,1211.365472,None,1211.365472,None,1211.365472,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 261,layer0-5_O11_to_T2.jpg,layer0-5/layer0-5_O11_to_T2.jpg,OT,layer0-5,,,,,0,110,110,110,,,,,1213.014928,None,1,1.698578129,1213.014928,None,1213.014928,None,1213.014928,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 262,layer0-5_O7_to_T4.jpg,layer0-5/layer0-5_O7_to_T4.jpg,OT,layer0-5,,,,,0,111,111,111,,,,,1214.832106,None,1,1.292774564,1214.832106,None,1214.832106,None,1214.832106,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 263,layer6-8_T12_to_T8.jpg,layer6-8/layer6-8_T12_to_T8.jpg,TT,layer6-8,,,,,0,112,112,112,,,,,1216.217109,None,2,2.124659965,1216.217109,None,1216.217109,None,1216.217109,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 264,layer6-8_O4_to_O9.jpg,layer6-8/layer6-8_O4_to_O9.jpg,OO,layer6-8,,,,,0,113,113,113,,,,,1218.449917,None,3,2.475746053,1218.449917,None,1218.449917,None,1218.449917,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 265,layer0-5_T1_to_T5.jpg,layer0-5/layer0-5_T1_to_T5.jpg,TT,layer0-5,,,,,0,114,114,114,,,,,1221.033155,None,1,1.962140135,1221.033155,None,1221.033155,None,1221.033155,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 266,layer0-5_O12_to_O7.jpg,layer0-5/layer0-5_O12_to_O7.jpg,OO,layer0-5,,,,,0,115,115,115,,,,,1223.08528,None,1,1.16290254,1223.08528,None,1223.08528,None,1223.08528,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 267,layer6-8_T8_to_T9.jpg,layer6-8/layer6-8_T8_to_T9.jpg,TT,layer6-8,,,,,0,116,116,116,,,,,1224.351464,None,4,5.901111354,1224.351464,None,1224.351464,None,1224.351464,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 268,layer9-17_O11_to_T10.jpg,layer9-17/layer9-17_O11_to_T10.jpg,OT,layer9-17,,,,,0,117,117,117,,,,,1230.369947,None,2,1.48728067,1230.369947,None,1230.369947,None,1230.369947,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 269,layer0-5_O8_to_T9.jpg,layer0-5/layer0-5_O8_to_T9.jpg,OT,layer0-5,,,,,0,118,118,118,,,,,1231.954564,None,1,1.5787407,1231.954564,None,1231.954564,None,1231.954564,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 270,layer9-17_O10_to_O11.jpg,layer9-17/layer9-17_O10_to_O11.jpg,OO,layer9-17,,,,,0,119,119,119,,,,,1233.638555,None,3,2.165593423,1233.638555,None,1233.638555,None,1233.638555,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 271,layer0-5_T1_to_T9.jpg,layer0-5/layer0-5_T1_to_T9.jpg,TT,layer0-5,,,,,0,120,120,120,,,,,1235.921687,None,1,1.406883648,1235.921687,None,1235.921687,None,1235.921687,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 272,layer6-8_T11_to_T8.jpg,layer6-8/layer6-8_T11_to_T8.jpg,TT,layer6-8,,,,,0,121,121,121,,,,,1237.489559,None,3,3.244764929,1237.489559,None,1237.489559,None,1237.489559,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 273,layer9-17_O10_to_O12.jpg,layer9-17/layer9-17_O10_to_O12.jpg,OO,layer9-17,,,,,0,122,122,122,,,,,1240.840031,None,2,1.943255647,1240.840031,None,1240.840031,None,1240.840031,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 274,layer0-5_T12_to_T6.jpg,layer0-5/layer0-5_T12_to_T6.jpg,TT,layer0-5,,,,,0,123,123,123,,,,,1242.874224,None,1,1.763650189,1242.874224,None,1242.874224,None,1242.874224,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 275,layer9-17_O11_to_O5.jpg,layer9-17/layer9-17_O11_to_O5.jpg,OO,layer9-17,,,,,0,124,124,124,,,,,1244.741312,None,2,3.464253178,1244.741312,None,1244.741312,None,1244.741312,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 276,layer9-17_O1_to_O4.jpg,layer9-17/layer9-17_O1_to_O4.jpg,OO,layer9-17,,,,,0,125,125,125,,,,,1248.326711,None,3,5.170737053,1248.326711,None,1248.326711,None,1248.326711,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 277,layer6-8_O11_to_O3.jpg,layer6-8/layer6-8_O11_to_O3.jpg,OO,layer6-8,,,,,0,126,126,126,,,,,1253.611904,None,2,2.711735584,1253.611904,None,1253.611904,None,1253.611904,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 278,layer6-8_T10_to_T11.jpg,layer6-8/layer6-8_T10_to_T11.jpg,TT,layer6-8,,,,,0,127,127,127,,,,,1256.428372,None,3,3.680649616,1256.428372,None,1256.428372,None,1256.428372,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 279,layer0-5_O7_to_T3.jpg,layer0-5/layer0-5_O7_to_T3.jpg,OT,layer0-5,,,,,0,128,128,128,,,,,1260.212769,None,1,1.431230793,1260.212769,None,1260.212769,None,1260.212769,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 280,layer9-17_T1_to_T10.jpg,layer9-17/layer9-17_T1_to_T10.jpg,TT,layer9-17,,,,,0,129,129,129,,,,,1261.764062,None,2,2.077158536,1261.764062,None,1261.764062,None,1261.764062,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 281,layer9-17_O6_to_T7.jpg,layer9-17/layer9-17_O6_to_T7.jpg,OT,layer9-17,,,,,0,130,130,130,,,,,1263.947024,None,2,1.291119391,1263.947024,None,1263.947024,None,1263.947024,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 282,layer0-5_O10_to_O7.jpg,layer0-5/layer0-5_O10_to_O7.jpg,OO,layer0-5,,,,,0,131,131,131,,,,,1265.347311,None,1,1.736822878,1265.347311,None,1265.347311,None,1265.347311,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 283,layer0-5_O1_to_O11.jpg,layer0-5/layer0-5_O1_to_O11.jpg,OO,layer0-5,,,,,0,132,132,132,,,,,1267.199065,None,1,1.674683504,1267.199065,None,1267.199065,None,1267.199065,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 284,layer6-8_O7_to_O8.jpg,layer6-8/layer6-8_O7_to_O8.jpg,OO,layer6-8,,,,,0,133,133,133,,,,,1268.965489,None,2,2.329740958,1268.965489,None,1268.965489,None,1268.965489,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 285,layer0-5_T7_to_T8.jpg,layer0-5/layer0-5_T7_to_T8.jpg,TT,layer0-5,,,,,0,134,134,134,,,,,1271.400346,None,1,10.08138537,1271.400346,None,1271.400346,None,1271.400346,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 286,layer9-17_T11_to_T6.jpg,layer9-17/layer9-17_T11_to_T6.jpg,TT,layer9-17,,,,,0,135,135,135,,,,,1281.587061,None,3,1.9790195,1281.587061,None,1281.587061,None,1281.587061,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 287,layer0-5_T2_to_T7.jpg,layer0-5/layer0-5_T2_to_T7.jpg,TT,layer0-5,,,,,0,136,136,136,,,,,1283.68639,None,1,1.628761638,1283.68639,None,1283.68639,None,1283.68639,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 288,layer9-17_O10_to_O2.jpg,layer9-17/layer9-17_O10_to_O2.jpg,OO,layer9-17,,,,,0,137,137,137,,,,,1285.403542,None,2,2.922837679,1285.403542,None,1285.403542,None,1285.403542,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 289,layer0-5_T10_to_T9.jpg,layer0-5/layer0-5_T10_to_T9.jpg,TT,layer0-5,,,,,0,138,138,138,,,,,1288.42148,None,1,3.967623697,1288.42148,None,1288.42148,None,1288.42148,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 290,layer6-8_O11_to_O5.jpg,layer6-8/layer6-8_O11_to_O5.jpg,OO,layer6-8,,,,,0,139,139,139,,,,,1292.489579,None,2,10.81829506,1292.489579,None,1292.489579,None,1292.489579,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 291,layer6-8_O3_to_O7.jpg,layer6-8/layer6-8_O3_to_O7.jpg,OO,layer6-8,,,,,0,140,140,140,,,,,1303.426659,None,2,2.777165146,1303.426659,None,1303.426659,None,1303.426659,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 292,layer9-17_O12_to_T11.jpg,layer9-17/layer9-17_O12_to_T11.jpg,OT,layer9-17,,,,,0,141,141,141,,,,,1306.293728,None,2,1.433170811,1306.293728,None,1306.293728,None,1306.293728,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 293,layer9-17_O2_to_O4.jpg,layer9-17/layer9-17_O2_to_O4.jpg,OO,layer9-17,,,,,0,142,142,142,,,,,1307.827649,None,3,1.993444073,1307.827649,None,1307.827649,None,1307.827649,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 294,layer6-8_O1_to_T12.jpg,layer6-8/layer6-8_O1_to_T12.jpg,OT,layer6-8,,,,,0,143,143,143,,,,,1309.927646,None,3,1.810582592,1309.927646,None,1309.927646,None,1309.927646,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 295,layer9-17_O11_to_T5.jpg,layer9-17/layer9-17_O11_to_T5.jpg,OT,layer9-17,,,,,0,144,144,144,,,,,1311.845683,None,3,2.509806218,1311.845683,None,1311.845683,None,1311.845683,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 296,layer0-5_O10_to_O9.jpg,layer0-5/layer0-5_O10_to_O9.jpg,OO,layer0-5,,,,,0,145,145,145,,,,,1314.446049,None,1,1.582190715,1314.446049,None,1314.446049,None,1314.446049,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 297,layer6-8_O12_to_T10.jpg,layer6-8/layer6-8_O12_to_T10.jpg,OT,layer6-8,,,,,0,146,146,146,,,,,1316.129985,None,3,1.664688579,1316.129985,None,1316.129985,None,1316.129985,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 298,layer6-8_O3_to_T2.jpg,layer6-8/layer6-8_O3_to_T2.jpg,OT,layer6-8,,,,,0,147,147,147,,,,,1317.89838,None,3,2.065212926,1317.89838,None,1317.89838,None,1317.89838,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 299,layer9-17_O2_to_T5.jpg,layer9-17/layer9-17_O2_to_T5.jpg,OT,layer9-17,,,,,0,148,148,148,,,,,1320.081162,None,3,1.376676971,1320.081162,None,1320.081162,None,1320.081162,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 300,layer0-5_O3_to_T7.jpg,layer0-5/layer0-5_O3_to_T7.jpg,OT,layer0-5,,,,,0,149,149,149,,,,,1321.548575,None,1,1.998056058,1321.548575,None,1321.548575,None,1321.548575,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 301,layer9-17_O11_to_O6.jpg,layer9-17/layer9-17_O11_to_O6.jpg,OO,layer9-17,,,,,,,,,0,0,0,0,1329.534033,None,2,2.692628538,1329.534033,None,1329.534033,None,1329.534033,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 302,layer0-5_O3_to_O7.jpg,layer0-5/layer0-5_O3_to_O7.jpg,OO,layer0-5,,,,,,,,,0,1,1,1,1332.335086,None,1,2.708048833,1332.335086,None,1332.335086,None,1332.335086,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 303,layer6-8_O11_to_T3.jpg,layer6-8/layer6-8_O11_to_T3.jpg,OT,layer6-8,,,,,,,,,0,2,2,2,1335.135472,None,3,1.743119735,1335.135472,None,1335.135472,None,1335.135472,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 304,layer6-8_O2_to_T7.jpg,layer6-8/layer6-8_O2_to_T7.jpg,OT,layer6-8,,,,,,,,,0,3,3,3,1336.987347,None,3,6.096706201,1336.987347,None,1336.987347,None,1336.987347,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 305,layer0-5_T1_to_T7.jpg,layer0-5/layer0-5_T1_to_T7.jpg,TT,layer0-5,,,,,,,,,0,4,4,4,1343.171323,None,1,1.410979615,1343.171323,None,1343.171323,None,1343.171323,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 306,layer6-8_O7_to_T11.jpg,layer6-8/layer6-8_O7_to_T11.jpg,OT,layer6-8,,,,,,,,,0,5,5,5,1344.688899,None,3,1.681004346,1344.688899,None,1344.688899,None,1344.688899,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 307,layer9-17_O5_to_T5.jpg,layer9-17/layer9-17_O5_to_T5.jpg,OT,layer9-17,,,,,,,,,0,6,6,6,1346.473494,None,2,2.278998073,1346.473494,None,1346.473494,None,1346.473494,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 308,layer9-17_T12_to_T5.jpg,layer9-17/layer9-17_T12_to_T5.jpg,TT,layer9-17,,,,,,,,,0,7,7,7,1348.873789,None,2,1.905358795,1348.873789,None,1348.873789,None,1348.873789,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 309,layer6-8_O11_to_O2.jpg,layer6-8/layer6-8_O11_to_O2.jpg,OO,layer6-8,,,,,,,,,0,8,8,8,1350.890197,None,2,2.793536103,1350.890197,None,1350.890197,None,1350.890197,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 310,layer6-8_O10_to_O7.jpg,layer6-8/layer6-8_O10_to_O7.jpg,OO,layer6-8,,,,,,,,,0,9,9,9,1353.79168,None,2,1.290093736,1353.79168,None,1353.79168,None,1353.79168,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 311,layer9-17_O10_to_T11.jpg,layer9-17/layer9-17_O10_to_T11.jpg,OT,layer9-17,,,,,,,,,0,10,10,10,1355.175662,None,2,0.992476329,1355.175662,None,1355.175662,None,1355.175662,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 312,layer6-8_O11_to_O12.jpg,layer6-8/layer6-8_O11_to_O12.jpg,OO,layer6-8,,,,,,,,,0,11,11,11,1356.260303,None,3,3.730007507,1356.260303,None,1356.260303,None,1356.260303,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 313,layer9-17_O9_to_T8.jpg,layer9-17/layer9-17_O9_to_T8.jpg,OT,layer9-17,,,,,,,,,0,12,12,12,1360.09402,None,2,3.521842545,1360.09402,None,1360.09402,None,1360.09402,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 314,layer0-5_O3_to_T2.jpg,layer0-5/layer0-5_O3_to_T2.jpg,OT,layer0-5,,,,,,,,,0,13,13,13,1363.728047,None,1,2.226538737,1363.728047,None,1363.728047,None,1363.728047,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 315,layer9-17_T1_to_T11.jpg,layer9-17/layer9-17_T1_to_T11.jpg,TT,layer9-17,,,,,,,,,0,14,14,14,1366.044919,None,2,1.71596716,1366.044919,None,1366.044919,None,1366.044919,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 316,layer6-8_T10_to_T7.jpg,layer6-8/layer6-8_T10_to_T7.jpg,TT,layer6-8,,,,,,,,,0,15,15,15,1367.863356,None,3,2.278431833,1367.863356,None,1367.863356,None,1367.863356,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 317,layer0-5_T6_to_T7.jpg,layer0-5/layer0-5_T6_to_T7.jpg,TT,layer0-5,,,,,,,,,0,16,16,16,1370.246633,None,1,2.40217762,1370.246633,None,1370.246633,None,1370.246633,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 318,layer9-17_O1_to_T3.jpg,layer9-17/layer9-17_O1_to_T3.jpg,OT,layer9-17,,,,,,,,,0,17,17,17,1372.748619,None,2,3.296785026,1372.748619,None,1372.748619,None,1372.748619,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 319,layer0-5_O2_to_T5.jpg,layer0-5/layer0-5_O2_to_T5.jpg,OT,layer0-5,,,,,,,,,0,18,18,18,1376.148386,None,1,1.830675506,1376.148386,None,1376.148386,None,1376.148386,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 320,layer6-8_O7_to_T10.jpg,layer6-8/layer6-8_O7_to_T10.jpg,OT,layer6-8,,,,,,,,,0,19,19,19,1378.082812,None,3,2.295448398,1378.082812,None,1378.082812,None,1378.082812,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 321,layer0-5_O5_to_O6.jpg,layer0-5/layer0-5_O5_to_O6.jpg,OO,layer0-5,,,,,,,,,0,20,20,20,1380.499939,None,1,1.82519027,1380.499939,None,1380.499939,None,1380.499939,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 322,layer9-17_O5_to_T4.jpg,layer9-17/layer9-17_O5_to_T4.jpg,OT,layer9-17,,,,,,,,,0,21,21,21,1382.418247,None,1,1.34795298,1382.418247,None,1382.418247,None,1382.418247,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 323,layer0-5_T12_to_T2.jpg,layer0-5/layer0-5_T12_to_T2.jpg,TT,layer0-5,,,,,,,,,0,22,22,22,1383.867568,None,1,1.780114213,1383.867568,None,1383.867568,None,1383.867568,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 324,layer0-5_O2_to_O4.jpg,layer0-5/layer0-5_O2_to_O4.jpg,OO,layer0-5,,,,,,,,,0,23,23,23,1385.751171,None,1,1.884311024,1385.751171,None,1385.751171,None,1385.751171,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 325,layer6-8_O1_to_O9.jpg,layer6-8/layer6-8_O1_to_O9.jpg,OO,layer6-8,,,,,,,,,0,24,24,24,1387.735664,None,3,5.663112208,1387.735664,None,1387.735664,None,1387.735664,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 326,layer0-5_T3_to_T5.jpg,layer0-5/layer0-5_T3_to_T5.jpg,TT,layer0-5,,,,,,,,,0,25,25,25,1393.504582,None,1,4.645695962,1393.504582,None,1393.504582,None,1393.504582,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 327,layer6-8_O8_to_T12.jpg,layer6-8/layer6-8_O8_to_T12.jpg,OT,layer6-8,,,,,,,,,0,26,26,26,1398.273448,None,3,1.627612153,1398.273448,None,1398.273448,None,1398.273448,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 328,layer9-17_T11_to_T4.jpg,layer9-17/layer9-17_T11_to_T4.jpg,TT,layer9-17,,,,,,,,,0,27,27,27,1399.988815,None,3,2.115389105,1399.988815,None,1399.988815,None,1399.988815,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 329,layer9-17_O6_to_T2.jpg,layer9-17/layer9-17_O6_to_T2.jpg,OT,layer9-17,,,,,,,,,0,28,28,28,1402.206833,None,1,1.83078281,1402.206833,None,1402.206833,None,1402.206833,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 330,layer9-17_T10_to_T9.jpg,layer9-17/layer9-17_T10_to_T9.jpg,TT,layer9-17,,,,,,,,,0,29,29,29,1404.140368,None,3,7.293802421,1404.140368,None,1404.140368,None,1404.140368,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 331,layer0-5_O2_to_O3.jpg,layer0-5/layer0-5_O2_to_O3.jpg,OO,layer0-5,,,,,,,,,0,30,30,30,1411.526171,None,1,1.583127259,1411.526171,None,1411.526171,None,1411.526171,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 332,layer6-8_O1_to_O12.jpg,layer6-8/layer6-8_O1_to_O12.jpg,OO,layer6-8,,,,,,,,,0,31,31,31,1413.209988,None,3,2.678211583,1413.209988,None,1413.209988,None,1413.209988,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 333,layer0-5_O5_to_T12.jpg,layer0-5/layer0-5_O5_to_T12.jpg,OT,layer0-5,,,,,,,,,0,32,32,32,1415.993663,None,1,2.49686957,1415.993663,None,1415.993663,None,1415.993663,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 334,layer9-17_O11_to_T6.jpg,layer9-17/layer9-17_O11_to_T6.jpg,OT,layer9-17,,,,,,,,,0,33,33,33,1418.594674,None,3,24.07131693,1418.594674,None,1418.594674,None,1418.594674,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 335,layer0-5_O4_to_T1.jpg,layer0-5/layer0-5_O4_to_T1.jpg,OT,layer0-5,,,,,,,,,0,34,34,34,1442.803465,None,1,1.863735683,1442.803465,None,1442.803465,None,1442.803465,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 336,layer6-8_T1_to_T6.jpg,layer6-8/layer6-8_T1_to_T6.jpg,TT,layer6-8,,,,,,,,,0,35,35,35,1444.786249,None,3,2.226288859,1444.786249,None,1444.786249,None,1444.786249,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 337,layer0-5_O12_to_O6.jpg,layer0-5/layer0-5_O12_to_O6.jpg,OO,layer0-5,,,,,,,,,0,36,36,36,1447.104387,None,1,1.399085254,1447.104387,None,1447.104387,None,1447.104387,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 338,layer0-5_O1_to_O10.jpg,layer0-5/layer0-5_O1_to_O10.jpg,OO,layer0-5,,,,,,,,,0,37,37,37,1448.604016,None,1,1.250581782,1448.604016,None,1448.604016,None,1448.604016,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 339,layer0-5_O9_to_T9.jpg,layer0-5/layer0-5_O9_to_T9.jpg,OT,layer0-5,,,,,,,,,0,38,38,38,1449.971707,None,1,1.441584694,1449.971707,None,1449.971707,None,1449.971707,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 340,layer6-8_O6_to_T10.jpg,layer6-8/layer6-8_O6_to_T10.jpg,OT,layer6-8,,,,,,,,,0,39,39,39,1451.522134,None,3,1.598001969,1451.522134,None,1451.522134,None,1451.522134,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 341,layer9-17_O3_to_T3.jpg,layer9-17/layer9-17_O3_to_T3.jpg,OT,layer9-17,,,,,,,,,0,40,40,40,1453.222886,None,2,1.413898617,1453.222886,None,1453.222886,None,1453.222886,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 342,layer0-5_O8_to_T8.jpg,layer0-5/layer0-5_O8_to_T8.jpg,OT,layer0-5,,,,,,,,,0,41,41,41,1454.75566,None,1,1.828368771,1454.75566,None,1454.75566,None,1454.75566,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 343,layer9-17_O11_to_O3.jpg,layer9-17/layer9-17_O11_to_O3.jpg,OO,layer9-17,,,,,,,,,0,42,42,42,1456.690083,None,2,1.56176588,1456.690083,None,1456.690083,None,1456.690083,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 344,layer9-17_O10_to_T12.jpg,layer9-17/layer9-17_O10_to_T12.jpg,OT,layer9-17,,,,,,,,,0,43,43,43,1458.341334,None,3,3.131760093,1458.341334,None,1458.341334,None,1458.341334,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
