Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
Trial # 81,layer9-17_T3_to_T9.jpg,layer9-17/layer9-17_T3_to_T9.jpg,TT,layer9-17,0,80,80,80,,,,,,,,,493.0422033,None,3,3.760387665,493.0422033,None,493.0422033,None,493.0422033,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 82,layer9-17_O2_to_O5.jpg,layer9-17/layer9-17_O2_to_O5.jpg,OO,layer9-17,0,81,81,81,,,,,,,,,496.9114603,None,1,2.042171372,496.9114603,None,496.9114603,None,496.9114603,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 83,layer6-8_O6_to_O7.jpg,layer6-8/layer6-8_O6_to_O7.jpg,OO,layer6-8,0,82,82,82,,,,,,,,,499.0440808,None,3,5.931334869,499.0440808,None,499.0440808,None,499.0440808,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 84,layer9-17_O11_to_T1.jpg,layer9-17/layer9-17_O11_to_T1.jpg,OT,layer9-17,0,83,83,83,,,,,,,,,505.096295,None,2,1.442875718,505.096295,None,505.096295,None,505.096295,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 85,layer6-8_O5_to_T12.jpg,layer6-8/layer6-8_O5_to_T12.jpg,OT,layer6-8,0,84,84,84,,,,,,,,,506.6470018,None,3,4.52123287,506.6470018,None,506.6470018,None,506.6470018,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 86,layer6-8_O4_to_O7.jpg,layer6-8/layer6-8_O4_to_O7.jpg,OO,layer6-8,0,85,85,85,,,,,,,,,511.2658329,None,3,2.718628059,511.2658329,None,511.2658329,None,511.2658329,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 87,layer6-8_T10_to_T8.jpg,layer6-8/layer6-8_T10_to_T8.jpg,TT,layer6-8,0,86,86,86,,,,,,,,,514.0990956,None,2,1.861729152,514.0990956,None,514.0990956,None,514.0990956,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 88,layer6-8_O10_to_T3.jpg,layer6-8/layer6-8_O10_to_T3.jpg,OT,layer6-8,0,87,87,87,,,,,,,,,516.067503,None,3,3.260464408,516.067503,None,516.067503,None,516.067503,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 89,layer6-8_O5_to_O9.jpg,layer6-8/layer6-8_O5_to_O9.jpg,OO,layer6-8,0,88,88,88,,,,,,,,,519.4171083,None,3,3.362402953,519.4171083,None,519.4171083,None,519.4171083,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 90,layer6-8_O10_to_O11.jpg,layer6-8/layer6-8_O10_to_O11.jpg,OO,layer6-8,0,89,89,89,,,,,,,,,522.8859279,None,3,11.4530101,522.8859279,None,522.8859279,None,522.8859279,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 91,layer0-5_O4_to_T5.jpg,layer0-5/layer0-5_O4_to_T5.jpg,OT,layer0-5,0,90,90,90,,,,,,,,,534.4551927,None,1,1.688110306,534.4551927,None,534.4551927,None,534.4551927,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 92,layer0-5_T11_to_T12.jpg,layer0-5/layer0-5_T11_to_T12.jpg,TT,layer0-5,0,91,91,91,,,,,,,,,536.2396047,None,1,1.766403355,536.2396047,None,536.2396047,None,536.2396047,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 93,layer0-5_T10_to_T3.jpg,layer0-5/layer0-5_T10_to_T3.jpg,TT,layer0-5,0,92,92,92,,,,,,,,,538.1236371,None,1,5.440964243,538.1236371,None,538.1236371,None,538.1236371,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 94,layer0-5_O2_to_O8.jpg,layer0-5/layer0-5_O2_to_O8.jpg,OO,layer0-5,0,93,93,93,,,,,,,,,543.6578403,None,1,1.350587108,543.6578403,None,543.6578403,None,543.6578403,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 95,layer0-5_T3_to_T8.jpg,layer0-5/layer0-5_T3_to_T8.jpg,TT,layer0-5,0,94,94,94,,,,,,,,,545.1082834,None,1,1.409062964,545.1082834,None,545.1082834,None,545.1082834,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 96,layer0-5_O7_to_O8.jpg,layer0-5/layer0-5_O7_to_O8.jpg,OO,layer0-5,0,95,95,95,,,,,,,,,546.6263417,None,3,2.424684513,546.6263417,None,546.6263417,None,546.6263417,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 97,layer6-8_T10_to_T6.jpg,layer6-8/layer6-8_T10_to_T6.jpg,TT,layer6-8,0,96,96,96,,,,,,,,,549.1602743,None,2,8.028104684,549.1602743,None,549.1602743,None,549.1602743,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 98,layer0-5_O1_to_O5.jpg,layer0-5/layer0-5_O1_to_O5.jpg,OO,layer0-5,0,97,97,97,,,,,,,,,557.2957842,None,1,1.75994924,557.2957842,None,557.2957842,None,557.2957842,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 99,layer6-8_O1_to_O6.jpg,layer6-8/layer6-8_O1_to_O6.jpg,OO,layer6-8,0,98,98,98,,,,,,,,,559.1626043,None,2,2.658773501,559.1626043,None,559.1626043,None,559.1626043,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 100,layer6-8_O3_to_T1.jpg,layer6-8/layer6-8_O3_to_T1.jpg,OT,layer6-8,0,99,99,99,,,,,,,,,561.930659,None,2,1.443297912,561.930659,None,561.930659,None,561.930659,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 101,layer6-8_T1_to_T9.jpg,layer6-8/layer6-8_T1_to_T9.jpg,TT,layer6-8,0,100,100,100,,,,,,,,,563.4809252,None,2,5.611501002,563.4809252,None,563.4809252,None,563.4809252,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 102,layer9-17_O12_to_O6.jpg,layer9-17/layer9-17_O12_to_O6.jpg,OO,layer9-17,0,101,101,101,,,,,,,,,569.1987801,None,3,2.62003346,569.1987801,None,569.1987801,None,569.1987801,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 103,layer0-5_T4_to_T9.jpg,layer0-5/layer0-5_T4_to_T9.jpg,TT,layer0-5,0,102,102,102,,,,,,,,,571.9343559,None,1,1.642982079,571.9343559,None,571.9343559,None,571.9343559,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 104,layer6-8_O10_to_T1.jpg,layer6-8/layer6-8_O10_to_T1.jpg,OT,layer6-8,0,103,103,103,,,,,,,,,573.6840081,None,3,4.557956441,573.6840081,None,573.6840081,None,573.6840081,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 105,layer0-5_O6_to_T2.jpg,layer0-5/layer0-5_O6_to_T2.jpg,OT,layer0-5,0,104,104,104,,,,,,,,,578.3361944,None,1,1.998188223,578.3361944,None,578.3361944,None,578.3361944,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 106,layer9-17_T11_to_T2.jpg,layer9-17/layer9-17_T11_to_T2.jpg,TT,layer9-17,0,105,105,105,,,,,,,,,580.4522365,None,2,1.622398813,580.4522365,None,580.4522365,None,580.4522365,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 107,layer9-17_O12_to_O8.jpg,layer9-17/layer9-17_O12_to_O8.jpg,OO,layer9-17,0,106,106,106,,,,,,,,,582.1873961,None,2,4.328745725,582.1873961,None,582.1873961,None,582.1873961,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 108,layer0-5_T12_to_T3.jpg,layer0-5/layer0-5_T12_to_T3.jpg,TT,layer0-5,0,107,107,107,,,,,,,,,586.6214331,None,1,7.744212549,586.6214331,None,586.6214331,None,586.6214331,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 109,layer0-5_T1_to_T10.jpg,layer0-5/layer0-5_T1_to_T10.jpg,TT,layer0-5,0,108,108,108,,,,,,,,,594.4571773,None,1,5.34902789,594.4571773,None,594.4571773,None,594.4571773,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 110,layer6-8_O4_to_T5.jpg,layer6-8/layer6-8_O4_to_T5.jpg,OT,layer6-8,0,109,109,109,,,,,,,,,599.925375,None,3,11.27802336,599.925375,None,599.925375,None,599.925375,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 111,layer9-17_O11_to_O7.jpg,layer9-17/layer9-17_O11_to_O7.jpg,OO,layer9-17,0,110,110,110,,,,,,,,,611.3135223,None,2,17.62699437,611.3135223,None,611.3135223,None,611.3135223,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 112,layer0-5_O5_to_O8.jpg,layer0-5/layer0-5_O5_to_O8.jpg,OO,layer0-5,0,111,111,111,,,,,,,,,629.0843999,None,1,6.002618578,629.0843999,None,629.0843999,None,629.0843999,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 113,layer0-5_O10_to_O4.jpg,layer0-5/layer0-5_O10_to_O4.jpg,OO,layer0-5,0,112,112,112,,,,,,,,,635.1693769,None,1,1.893132646,635.1693769,None,635.1693769,None,635.1693769,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 114,layer9-17_O4_to_O8.jpg,layer9-17/layer9-17_O4_to_O8.jpg,OO,layer9-17,0,113,113,113,,,,,,,,,637.1710938,None,3,8.556846343,637.1710938,None,637.1710938,None,637.1710938,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 115,layer0-5_O2_to_T8.jpg,layer0-5/layer0-5_O2_to_T8.jpg,OT,layer0-5,0,114,114,114,,,,,,,,,645.8396955,None,1,2.012347945,645.8396955,None,645.8396955,None,645.8396955,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 116,layer9-17_T2_to_T3.jpg,layer9-17/layer9-17_T2_to_T3.jpg,TT,layer9-17,0,115,115,115,,,,,,,,,647.9412733,None,2,6.36446327,647.9412733,None,647.9412733,None,647.9412733,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 117,layer6-8_O1_to_T10.jpg,layer6-8/layer6-8_O1_to_T10.jpg,OT,layer6-8,0,116,116,116,,,,,,,,,654.4257268,None,3,4.012134701,654.4257268,None,654.4257268,None,654.4257268,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 118,layer0-5_T3_to_T7.jpg,layer0-5/layer0-5_T3_to_T7.jpg,TT,layer0-5,0,117,117,117,,,,,,,,,658.5447514,None,1,4.892954084,658.5447514,None,658.5447514,None,658.5447514,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 119,layer9-17_O1_to_O12.jpg,layer9-17/layer9-17_O1_to_O12.jpg,OO,layer9-17,0,118,118,118,,,,,,,,,663.5456741,None,2,2.342878314,663.5456741,None,663.5456741,None,663.5456741,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 120,layer6-8_O12_to_O2.jpg,layer6-8/layer6-8_O12_to_O2.jpg,OO,layer6-8,0,119,119,119,,,,,,,,,665.9959481,None,3,3.892015114,665.9959481,None,665.9959481,None,665.9959481,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 121,layer9-17_O10_to_O9.jpg,layer9-17/layer9-17_O10_to_O9.jpg,OO,layer9-17,0,120,120,120,,,,,,,,,669.9964497,None,2,1.39466637,669.9964497,None,669.9964497,None,669.9964497,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 122,layer6-8_O4_to_T10.jpg,layer6-8/layer6-8_O4_to_T10.jpg,OT,layer6-8,0,121,121,121,,,,,,,,,671.497676,None,3,9.795596046,671.497676,None,671.497676,None,671.497676,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 123,layer6-8_O2_to_T3.jpg,layer6-8/layer6-8_O2_to_T3.jpg,OT,layer6-8,0,122,122,122,,,,,,,,,681.450796,None,3,2.796256635,681.450796,None,681.450796,None,681.450796,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 124,layer0-5_O1_to_O7.jpg,layer0-5/layer0-5_O1_to_O7.jpg,OO,layer0-5,0,123,123,123,,,,,,,,,684.3678761,None,1,4.509785675,684.3678761,None,684.3678761,None,684.3678761,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 125,layer0-5_T8_to_T9.jpg,layer0-5/layer0-5_T8_to_T9.jpg,TT,layer0-5,0,124,124,124,,,,,,,,,688.9706131,None,1,1.209941809,688.9706131,None,688.9706131,None,688.9706131,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 126,layer0-5_O12_to_T8.jpg,layer0-5/layer0-5_O12_to_T8.jpg,OT,layer0-5,0,125,125,125,,,,,,,,,690.3029035,None,1,1.510608867,690.3029035,None,690.3029035,None,690.3029035,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 127,layer9-17_O4_to_O6.jpg,layer9-17/layer9-17_O4_to_O6.jpg,OO,layer9-17,0,126,126,126,,,,,,,,,691.921209,None,2,15.57622593,691.921209,None,691.921209,None,691.921209,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 128,layer6-8_O12_to_O6.jpg,layer6-8/layer6-8_O12_to_O6.jpg,OO,layer6-8,0,127,127,127,,,,,,,,,707.5919231,None,2,1.411260176,707.5919231,None,707.5919231,None,707.5919231,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 129,layer0-5_T4_to_T6.jpg,layer0-5/layer0-5_T4_to_T6.jpg,TT,layer0-5,0,128,128,128,,,,,,,,,709.1435846,None,1,1.903585609,709.1435846,None,709.1435846,None,709.1435846,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 130,layer9-17_O1_to_O3.jpg,layer9-17/layer9-17_O1_to_O3.jpg,OO,layer9-17,0,129,129,129,,,,,,,,,711.1442494,None,2,1.628841816,711.1442494,None,711.1442494,None,711.1442494,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 131,layer9-17_O10_to_O3.jpg,layer9-17/layer9-17_O10_to_O3.jpg,OO,layer9-17,0,130,130,130,,,,,,,,,712.8781938,None,2,1.361191543,712.8781938,None,712.8781938,None,712.8781938,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 132,layer9-17_O12_to_O3.jpg,layer9-17/layer9-17_O12_to_O3.jpg,OO,layer9-17,0,131,131,131,,,,,,,,,714.3604469,None,2,1.360101428,714.3604469,None,714.3604469,None,714.3604469,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 133,layer9-17_O11_to_O4.jpg,layer9-17/layer9-17_O11_to_O4.jpg,OO,layer9-17,0,132,132,132,,,,,,,,,715.8274462,None,4,15.6299881,715.8274462,None,715.8274462,None,715.8274462,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 134,layer9-17_T4_to_T7.jpg,layer9-17/layer9-17_T4_to_T7.jpg,TT,layer9-17,0,133,133,133,,,,,,,,,731.5660037,None,2,1.609924672,731.5660037,None,731.5660037,None,731.5660037,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 135,layer9-17_O1_to_T1.jpg,layer9-17/layer9-17_O1_to_T1.jpg,OT,layer9-17,0,134,134,134,,,,,,,,,733.2676231,None,3,2.757137272,733.2676231,None,733.2676231,None,733.2676231,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 136,layer6-8_T2_to_T5.jpg,layer6-8/layer6-8_T2_to_T5.jpg,TT,layer6-8,0,135,135,135,,,,,,,,,736.1188625,None,3,4.534985558,736.1188625,None,736.1188625,None,736.1188625,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 137,layer9-17_T11_to_T7.jpg,layer9-17/layer9-17_T11_to_T7.jpg,TT,layer9-17,0,136,136,136,,,,,,,,,740.7521085,None,2,4.95579485,740.7521085,None,740.7521085,None,740.7521085,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 138,layer6-8_O3_to_O8.jpg,layer6-8/layer6-8_O3_to_O8.jpg,OO,layer6-8,0,137,137,137,,,,,,,,,745.8204261,None,3,3.261776717,745.8204261,None,745.8204261,None,745.8204261,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 139,layer6-8_O1_to_T7.jpg,layer6-8/layer6-8_O1_to_T7.jpg,OT,layer6-8,0,138,138,138,,,,,,,,,749.1714049,None,3,3.316530932,749.1714049,None,749.1714049,None,749.1714049,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 140,layer9-17_T1_to_T3.jpg,layer9-17/layer9-17_T1_to_T3.jpg,TT,layer9-17,0,139,139,139,,,,,,,,,752.5898727,None,4,16.74726911,752.5898727,None,752.5898727,None,752.5898727,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 141,layer6-8_O10_to_O12.jpg,layer6-8/layer6-8_O10_to_O12.jpg,OO,layer6-8,0,140,140,140,,,,,,,,,769.444315,None,3,9.977154316,769.444315,None,769.444315,None,769.444315,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 142,layer6-8_O12_to_T11.jpg,layer6-8/layer6-8_O12_to_T11.jpg,OT,layer6-8,0,141,141,141,,,,,,,,,779.5311035,None,3,5.896253143,779.5311035,None,779.5311035,None,779.5311035,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 143,layer0-5_O11_to_O5.jpg,layer0-5/layer0-5_O11_to_O5.jpg,OO,layer0-5,0,142,142,142,,,,,,,,,785.5160235,None,1,1.800218927,785.5160235,None,785.5160235,None,785.5160235,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 144,layer6-8_O1_to_O8.jpg,layer6-8/layer6-8_O1_to_O8.jpg,OO,layer6-8,0,143,143,143,,,,,,,,,787.4176667,None,2,2.279801013,787.4176667,None,787.4176667,None,787.4176667,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 145,layer0-5_T2_to_T5.jpg,layer0-5/layer0-5_T2_to_T5.jpg,TT,layer0-5,0,144,144,144,,,,,,,,,789.8180348,None,1,2.142789493,789.8180348,None,789.8180348,None,789.8180348,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 146,layer9-17_O8_to_T3.jpg,layer9-17/layer9-17_O8_to_T3.jpg,OT,layer9-17,0,145,145,145,,,,,,,,,792.085815,None,2,2.32232451,792.085815,None,792.085815,None,792.085815,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 147,layer9-17_O8_to_T4.jpg,layer9-17/layer9-17_O8_to_T4.jpg,OT,layer9-17,0,146,146,146,,,,,,,,,794.5021725,None,2,3.032303348,794.5021725,None,794.5021725,None,794.5021725,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 148,layer9-17_O4_to_T9.jpg,layer9-17/layer9-17_O4_to_T9.jpg,OT,layer9-17,0,147,147,147,,,,,,,,,797.6364618,None,2,5.415843764,797.6364618,None,797.6364618,None,797.6364618,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 149,layer6-8_O4_to_O8.jpg,layer6-8/layer6-8_O4_to_O8.jpg,OO,layer6-8,0,148,148,148,,,,,,,,,803.1550976,None,2,3.21352359,803.1550976,None,803.1550976,None,803.1550976,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 150,layer0-5_O12_to_T7.jpg,layer0-5/layer0-5_O12_to_T7.jpg,OT,layer0-5,0,149,149,149,,,,,,,,,806.490082,None,1,2.955645758,806.490082,None,806.490082,None,806.490082,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 151,layer6-8_T1_to_T3.jpg,layer6-8/layer6-8_T1_to_T3.jpg,TT,layer6-8,,,,,0,0,0,0,,,,,811.6916738,None,3,2.065943631,811.6916738,None,811.6916738,None,811.6916738,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 152,layer0-5_O8_to_O9.jpg,layer0-5/layer0-5_O8_to_O9.jpg,OO,layer0-5,,,,,0,1,1,1,,,,,813.8748899,None,1,2.141870146,813.8748899,None,813.8748899,None,813.8748899,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 153,layer9-17_T1_to_T5.jpg,layer9-17/layer9-17_T1_to_T5.jpg,TT,layer9-17,,,,,0,2,2,2,,,,,816.1093125,None,2,1.738613269,816.1093125,None,816.1093125,None,816.1093125,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 154,layer6-8_T7_to_T9.jpg,layer6-8/layer6-8_T7_to_T9.jpg,TT,layer6-8,,,,,0,3,3,3,,,,,817.9604724,None,3,7.441884315,817.9604724,None,817.9604724,None,817.9604724,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 155,layer9-17_T12_to_T7.jpg,layer9-17/layer9-17_T12_to_T7.jpg,TT,layer9-17,,,,,0,4,4,4,,,,,825.5115793,None,3,1.494852946,825.5115793,None,825.5115793,None,825.5115793,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 156,layer0-5_O8_to_T11.jpg,layer0-5/layer0-5_O8_to_T11.jpg,OT,layer0-5,,,,,0,5,5,5,,,,,827.0959461,None,1,1.591356573,827.0959461,None,827.0959461,None,827.0959461,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 157,layer0-5_O1_to_O9.jpg,layer0-5/layer0-5_O1_to_O9.jpg,OO,layer0-5,,,,,0,6,6,6,,,,,828.7963204,None,1,4.944944289,828.7963204,None,828.7963204,None,828.7963204,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 158,layer0-5_O10_to_O12.jpg,layer0-5/layer0-5_O10_to_O12.jpg,OO,layer0-5,,,,,0,7,7,7,,,,,833.8308032,None,1,1.931114525,833.8308032,None,833.8308032,None,833.8308032,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 159,layer6-8_O10_to_T5.jpg,layer6-8/layer6-8_O10_to_T5.jpg,OT,layer6-8,,,,,0,8,8,8,,,,,835.8815025,None,3,1.794806953,835.8815025,None,835.8815025,None,835.8815025,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 160,layer6-8_O5_to_O6.jpg,layer6-8/layer6-8_O5_to_O6.jpg,OO,layer6-8,,,,,0,9,9,9,,,,,837.7664599,None,2,2.478538945,837.7664599,None,837.7664599,None,837.7664599,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 161,layer6-8_O6_to_T11.jpg,layer6-8/layer6-8_O6_to_T11.jpg,OT,layer6-8,,,,,0,10,10,10,,,,,840.3660266,None,2,8.962478011,840.3660266,None,840.3660266,None,840.3660266,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 162,layer9-17_O12_to_O9.jpg,layer9-17/layer9-17_O12_to_O9.jpg,OO,layer9-17,,,,,0,11,11,11,,,,,849.419245,None,2,2.981401553,849.419245,None,849.419245,None,849.419245,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 163,layer6-8_O12_to_T6.jpg,layer6-8/layer6-8_O12_to_T6.jpg,OT,layer6-8,,,,,0,12,12,12,,,,,852.5042186,None,3,1.562975847,852.5042186,None,852.5042186,None,852.5042186,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 164,layer0-5_T11_to_T7.jpg,layer0-5/layer0-5_T11_to_T7.jpg,TT,layer0-5,,,,,0,13,13,13,,,,,854.1703662,None,1,1.662093016,854.1703662,None,854.1703662,None,854.1703662,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 165,layer9-17_O10_to_T5.jpg,layer9-17/layer9-17_O10_to_T5.jpg,OT,layer9-17,,,,,0,14,14,14,,,,,855.9546409,None,4,14.69948515,855.9546409,None,855.9546409,None,855.9546409,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 166,layer9-17_T1_to_T6.jpg,layer9-17/layer9-17_T1_to_T6.jpg,TT,layer9-17,,,,,0,15,15,15,,,,,870.7759086,None,2,8.902292104,870.7759086,None,870.7759086,None,870.7759086,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 167,layer0-5_T1_to_T3.jpg,layer0-5/layer0-5_T1_to_T3.jpg,TT,layer0-5,,,,,0,16,16,16,,,,,879.7947365,None,1,1.657375624,879.7947365,None,879.7947365,None,879.7947365,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
Trial # 168,layer0-5_O2_to_O9.jpg,layer0-5/layer0-5_O2_to_O9.jpg,OO,layer0-5,,,,,0,17,17,17,,,,,881.5627763,None,1,1.654514629,881.5627763,None,881.5627763,None,881.5627763,None,,,bei,1,2022_Apr_05_1630,Semantic-hierachy,2021.1.2,59.80963765
