Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block1_rep2.thisRepN,block1_rep2.thisTrialN,block1_rep2.thisN,block1_rep2.thisIndex,block2_rep.thisRepN,block2_rep.thisTrialN,block2_rep.thisN,block2_rep.thisIndex,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text.started,text.stopped,trail_num.started,trail_num.stopped,image_6.started,image_6.stopped,Judgement.keys,Judgement.rt,Judgement.started,Judgement.stopped,text_19.started,text_19.stopped,text_12.started,text_12.stopped,image.started,image.stopped,text_2.started,text_2.stopped,text_13.started,text_13.stopped,text_16.started,text_16.stopped,participant,session,date,expName,psychopyVersion,frameRate
Trial # 1,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0155.jpg,0,encoded_Group2_IMG_0155.jpg,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,669.1761767,None,,,0,0.630987762,671.6095167,None,671.6095167,None,664.2919821,None,670.492889,None,659.977854,None,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 2,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0519.jpg,1,Group1_IMG_0519.jpg,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,672.2603419,None,,,0,0.06358201,674.728843,None,674.728843,None,,,673.5783694,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 3,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0135.jpg,0,encoded_Group2_IMG_0135.jpg,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,674.8112828,None,,,0,0.113578288,677.2949576,None,677.2949576,None,,,676.127877,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 4,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_5310.jpg,1,Group1_IMG_5310.jpg,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,677.4281435,None,,,0,1.848376028,679.8960544,None,679.8960544,None,,,678.7466211,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 5,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0522.jpg,1,Group1_IMG_0522.jpg,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,681.7628644,None,,,1,0.080689759,684.2318078,None,684.2318078,None,,,683.0812623,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 6,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0484.jpg,0,encoded_Group2_IMG_0484.jpg,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,684.331764,None,,,0,0.146366392,686.798144,None,686.798144,None,,,685.6308877,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 7,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_5948.jpg,0,encoded_Group2_IMG_5948.jpg,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,686.9654694,None,,,0,0.103020516,689.4334831,None,689.4334831,None,,,688.2664281,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 8,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_3591.jpg,0,encoded_Group2_IMG_3591.jpg,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,689.5655217,None,,,1,0.998774672,692.0496526,None,692.0496526,None,,,690.8824659,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 9,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9835.jpg,1,Group1_IMG_9835.jpg,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,693.0673924,None,,,1,0.922074707,695.5504269,None,695.5504269,None,,,694.3840426,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 10,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0556.jpg,1,Group1_IMG_0556.jpg,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,696.5013188,None,,,1,3.390706609,698.9698037,None,698.9698037,None,,,697.8005583,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 11,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9736.jpg,0,encoded_Group2_IMG_9736.jpg,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,702.3862617,None,,,0,0.450787868,704.8536375,None,704.8536375,None,,,703.7043417,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 12,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9867.jpg,1,Group1_IMG_9867.jpg,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,705.3371763,None,,,0,0.4662293,707.8383186,None,707.8383186,None,,,706.6541441,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 13,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9886.jpg,0,encoded_Group2_IMG_9886.jpg,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,708.3223829,None,,,1,0.459170271,710.8053276,None,710.8053276,None,,,709.6395788,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 14,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_2245.jpg,0,encoded_Group2_IMG_2245.jpg,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,711.2890594,None,,,0,0.178874486,713.75764,None,713.75764,None,,,712.5892355,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 15,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0507.jpg,0,encoded_Group2_IMG_0507.jpg,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,713.9566589,None,,,0,0.312851142,716.4236459,None,716.4236459,None,,,715.2566985,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 16,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0338.jpg,0,encoded_Group2_IMG_0338.jpg,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,716.7576483,None,,,1,0.230543298,719.2259559,None,719.2259559,None,,,718.0754707,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 17,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0376.jpg,1,Group1_IMG_0376.jpg,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,719.4749254,None,,,1,0.320503839,721.9759843,None,721.9759843,None,,,720.7918632,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 18,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9821.jpg,1,Group1_IMG_9821.jpg,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,722.3262887,None,,,1,0.246677289,724.8098218,None,724.8098218,None,,,723.6272641,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 19,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0388.jpg,0,encoded_Group2_IMG_0388.jpg,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,725.076921,None,,,0,1.016469062,727.5440422,None,727.5440422,None,,,726.3767926,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 20,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0222.jpg,0,encoded_Group2_IMG_0222.jpg,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,728.5779756,None,,,1,0.179106316,731.061402,None,731.061402,None,,,729.8945365,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 21,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_2215.jpg,0,encoded_Group2_IMG_2215.jpg,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,731.2611486,None,,,1,0.087619668,733.7128812,None,733.7128812,None,,,732.5453833,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 22,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9760.jpg,1,Group1_IMG_9760.jpg,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,733.8304069,None,,,1,0.82252969,736.3300321,None,736.3300321,None,,,735.1473113,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 23,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9897.jpg,1,Group1_IMG_9897.jpg,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,737.1803943,None,,,0,0.90454082,739.6479599,None,739.6479599,None,,,738.4985786,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 24,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_4250.jpg,1,Group1_IMG_4250.jpg,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,740.5811497,None,,,0,0.135213524,743.0492971,None,743.0492971,None,,,741.8982743,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 25,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_2244.jpg,1,Group1_IMG_2244.jpg,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,743.2168232,None,,,1,0.220778343,745.6996614,None,745.6996614,None,,,744.5336798,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 26,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0501.jpg,0,encoded_Group2_IMG_0501.jpg,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,745.9497628,None,,,0,0.079045779,748.4174531,None,748.4174531,None,,,747.2498931,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 27,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9684.jpg,1,Group1_IMG_9684.jpg,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,748.5183058,None,,,0,1.487158038,751.0013513,None,751.0013513,None,,,749.8341872,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 28,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1039.jpg,1,Group1_IMG_1039.jpg,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,752.5184005,None,,,1,0.702765123,754.9857936,None,754.9857936,None,,,753.8364796,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 29,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0251.jpg,0,encoded_Group2_IMG_0251.jpg,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,755.7190635,None,,,0,0.037225704,758.1872745,None,758.1872745,None,,,757.0356693,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 30,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9692.jpg,1,Group1_IMG_9692.jpg,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,758.255077,None,,,1,0.03825104,760.73832,None,760.73832,None,,,759.5704588,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 31,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0512.jpg,1,Group1_IMG_0512.jpg,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,760.8043189,None,,,0,0.328479261,763.2720192,None,763.2720192,None,,,762.1212114,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 32,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9673.jpg,0,encoded_Group2_IMG_9673.jpg,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,763.623351,None,,,1,0.366793999,766.1057331,None,766.1057331,None,,,764.9400111,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 33,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_5135.jpg,0,encoded_Group2_IMG_5135.jpg,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,766.4890467,None,,,0,0.738519908,768.957981,None,768.957981,None,,,767.7891339,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 34,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0396.jpg,1,Group1_IMG_0396.jpg,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,769.7250329,None,,,0,0.145024219,772.2074837,None,772.2074837,None,,,771.0405584,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 35,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_4919.jpg,1,Group1_IMG_4919.jpg,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,772.3742022,None,,,0,1.677886188,774.858615,None,774.858615,None,,,773.6759394,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 36,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0449.jpg,1,Group1_IMG_0449.jpg,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,776.5591749,None,,,0,0.517724575,779.0267132,None,779.0267132,None,,,777.943943,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 37,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0539.jpg,0,encoded_Group2_IMG_0539.jpg,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,779.5767579,None,,,0,0.413226931,782.0273437,None,782.0273437,None,,,780.860391,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 38,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0453.jpg,1,Group1_IMG_0453.jpg,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,782.4607143,None,,,0,2.063567962,784.9449478,None,784.9449478,None,,,783.7791834,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 39,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0318.jpg,0,encoded_Group2_IMG_0318.jpg,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,787.0283711,None,,,1,0.126837593,789.4976915,None,789.4976915,None,,,788.3472444,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 40,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1678.jpg,1,Group1_IMG_1678.jpg,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,789.6465247,None,,,1,0.24592261,792.1305736,None,792.1305736,None,,,790.9634056,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 41,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0325.jpg,0,encoded_Group2_IMG_0325.jpg,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,792.3970494,None,,,0,0.095061893,794.8814962,None,794.8814962,None,,,793.6988247,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 42,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9935.jpg,0,encoded_Group2_IMG_9935.jpg,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,794.9993822,None,,,0,0.062034774,797.4824569,None,797.4824569,None,,,796.3817873,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 43,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0308.jpg,0,encoded_Group2_IMG_0308.jpg,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,797.5659378,None,,,0,0.279041664,800.017457,None,800.017457,None,,,798.8503816,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 44,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0467.jpg,1,Group1_IMG_0467.jpg,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,800.3162644,None,,,0,0.144106959,802.8003931,None,802.8003931,None,,,801.6338105,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 45,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9839.jpg,0,encoded_Group2_IMG_9839.jpg,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,802.9684912,None,,,1,0.349865905,805.4346456,None,805.4346456,None,,,804.2687418,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 46,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9681.jpg,0,encoded_Group2_IMG_9681.jpg,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,805.8015765,None,,,0,0.139027597,808.2534728,None,808.2534728,None,,,807.0851868,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 47,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0458.jpg,0,encoded_Group2_IMG_0458.jpg,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,808.4201831,None,,,0,0.781270017,810.8911674,None,810.8911674,None,,,809.7238873,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 48,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1095.jpg,1,Group1_IMG_1095.jpg,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,811.6918919,None,,,1,0.285273026,814.1552271,None,814.1552271,None,,,812.9881191,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 49,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9710.jpg,0,encoded_Group2_IMG_9710.jpg,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,814.4720399,None,,,1,0.391058883,816.9214403,None,816.9214403,None,,,815.7544345,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 50,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9819.jpg,0,encoded_Group2_IMG_9819.jpg,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,817.3381284,None,,,1,0.466687132,819.8058487,None,819.8058487,None,,,818.6398939,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 51,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0064.jpg,1,Group1_IMG_0064.jpg,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,820.2894175,None,,,1,0.539316082,822.7731843,None,822.7731843,None,,,821.6062729,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 52,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9756.jpg,0,encoded_Group2_IMG_9756.jpg,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,823.3414946,None,,,0,0.423775041,825.8247244,None,825.8247244,None,,,824.6571307,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 53,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_5888.jpg,0,encoded_Group2_IMG_5888.jpg,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,826.2747321,None,,,1,0.145332739,828.7431749,None,828.7431749,None,,,827.5748358,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 54,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1476.jpg,1,Group1_IMG_1476.jpg,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,828.9090106,None,,,1,0.071729739,831.3927706,None,831.3927706,None,,,830.2256022,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 55,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1917.jpg,1,Group1_IMG_1917.jpg,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,831.4927915,None,,,0,0.959096686,833.9614019,None,833.9614019,None,,,832.7930821,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 56,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0413.jpg,1,Group1_IMG_0413.jpg,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,834.9438523,None,,,1,0.188777727,837.4277457,None,837.4277457,None,,,836.310801,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 57,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1001.jpg,1,Group1_IMG_1001.jpg,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,837.644306,None,,,1,0.072591917,840.1119094,None,840.1119094,None,,,838.9458329,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 58,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0441.jpg,0,encoded_Group2_IMG_0441.jpg,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,840.212286,None,,,0,0.105152043,842.6793816,None,842.6793816,None,,,841.5124116,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 59,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9774.jpg,1,Group1_IMG_9774.jpg,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,842.8125858,None,,,0,0.895641334,845.2968571,None,845.2968571,None,,,844.130058,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 60,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_2751.jpg,0,encoded_Group2_IMG_2751.jpg,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,846.2140462,None,,,1,0.223431352,848.6650692,None,848.6650692,None,,,847.4975844,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 61,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0409.jpg,0,encoded_Group2_IMG_0409.jpg,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,848.9147154,None,,,0,0.115238633,851.365166,None,851.365166,None,,,850.19815,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 62,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_1346.jpg,1,Group1_IMG_1346.jpg,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,851.4986626,None,,,1,0.03419884,853.9663175,None,853.9663175,None,,,852.8154531,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 63,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0481.jpg,1,Group1_IMG_0481.jpg,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,854.0166331,None,,,1,0.38073841,856.4837621,None,856.4837621,None,,,855.3166195,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 64,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_4718.jpg,0,encoded_Group2_IMG_4718.jpg,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,856.8839643,None,,,0,0.176955846,859.3355423,None,859.3355423,None,,,858.1684608,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 65,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0540.jpg,1,Group1_IMG_0540.jpg,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,859.5348947,None,,,1,0.173368934,862.0191175,None,862.0191175,None,,,860.9019242,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 66,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0166.jpg,0,encoded_Group2_IMG_0166.jpg,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,862.2189642,None,,,1,0.386335957,864.670165,None,864.670165,None,,,863.5028822,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
Trial # 67,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0412.jpg,0,encoded_Group2_IMG_0412.jpg,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,865.086654,None,,,0,0.223279171,867.5372186,None,867.5372186,None,,,866.3703278,None,,,,,,,Sheng-Kai Liao,1,2022_Mar_23_1432,Real-fake-judgement-flashing-group1,2021.1.2,60.00468781
