,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block1_rep2.thisRepN,block1_rep2.thisTrialN,block1_rep2.thisN,block1_rep2.thisIndex,block2_rep.thisRepN,block2_rep.thisTrialN,block2_rep.thisN,block2_rep.thisIndex,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text.started,text.stopped,trail_num.started,trail_num.stopped,image_6.started,image_6.stopped,Judgement.keys,Judgement.rt,Judgement.started,Judgement.stopped,text_19.started,text_19.stopped,text_12.started,text_12.stopped,image.started,image.stopped,text_2.started,text_2.stopped,text_13.started,text_13.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 54
0,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,23.80608121678233,None,28.22366704279557,None,39.675983915803954,None,43.377329189796,None,44.7776758777909,None,1,9.070493984036148,45.84459035284817,None,45.84459035284817,None,,,,,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
1,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,54.93114937399514,None,56.29796398081817,None,0,4.971348457038403,57.415677102981135,None,57.415677102981135,None,,,,,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
2,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,62.41614144598134,None,63.78484251489863,None,1,3.501045642886311,64.90195756079629,None,64.90195756079629,None,,,,,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
3,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,84.29035057895817,None,,,1,3.653529703151434,86.75753967091441,None,86.75753967091441,None,68.90318875689991,None,85.64065655996092,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
4,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,90.44177645398304,None,,,1,0.5404677439946681,92.926602428779,None,92.926602428779,None,,,91.75910939392634,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
5,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,93.49415487679651,None,,,1,1.0979052549228072,95.9771578698419,None,95.9771578698419,None,,,94.809864877956,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
6,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,97.09351639985108,None,,,1,1.0089543669018894,99.57811439083888,None,99.57811439083888,None,,,98.41224567289464,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
7,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,100.61173280677758,None,,,0,0.5304648780729622,103.08056449890135,None,103.08056449890135,None,,,101.91222944692709,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
8,Trial # 6,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0407.jpg,0,encoded_Group2_IMG_0407.jpg,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,103.629878239939,None,,,0,0.481427859980613,106.11355229280888,None,106.11355229280888,None,,,104.94635989586824,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
9,Trial # 7,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0428.jpg,1,Group1_IMG_0428.jpg,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,106.61351067991929,None,,,1,0.5607794399838895,109.08229053998366,None,109.08229053998366,None,,,107.91482499381527,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
10,Trial # 8,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0474.jpg,0,encoded_Group2_IMG_0474.jpg,,,,,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,109.66503593092784,None,,,0,0.28578493418172,112.1653596709948,None,112.1653596709948,None,,,110.9816610198468,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
11,Trial # 9,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1506.jpg,0,encoded_Group2_IMG_1506.jpg,,,,,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,112.48190224380232,None,,,0,0.3802566989324987,114.95073665096425,None,114.95073665096425,None,,,113.8003616919741,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
12,Trial # 10,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9789.jpg,1,Group1_IMG_9789.jpg,,,,,0.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,115.34957616287284,None,,,1,0.3647049360442906,117.82236425182782,None,117.82236425182782,None,,,116.66650573397057,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
13,Trial # 11,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9778.jpg,1,Group1_IMG_9778.jpg,,,,,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,118.21860984386876,None,,,1,0.3884159601293504,120.71865087887272,None,120.71865087887272,None,,,119.55228743795304,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
14,Trial # 12,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9813.jpg,1,Group1_IMG_9813.jpg,,,,,0.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,121.13512673880903,None,,,1,1.031376990955323,123.60359477996826,None,123.60359477996826,None,,,122.43568667280488,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
15,Trial # 13,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0516.jpg,1,Group1_IMG_0516.jpg,,,,,0.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,124.65273166378029,None,,,0,7.714620172046125,127.12044799583964,None,127.12044799583964,None,,,125.95304097887129,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
16,Trial # 14,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0038.jpg,0,encoded_Group2_IMG_0038.jpg,,,,,0.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,134.8559409067966,None,,,0,0.3430447319988161,137.34001750778407,None,137.34001750778407,None,,,136.1728306519799,None,,,,,1,2022_Apr_12_1103,Real-fake-judgement-flashing-group1,2021.1.2,59.73953215431014,
