,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block1_rep2.thisRepN,block1_rep2.thisTrialN,block1_rep2.thisN,block1_rep2.thisIndex,block2_rep.thisRepN,block2_rep.thisTrialN,block2_rep.thisN,block2_rep.thisIndex,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text.started,text.stopped,trail_num.started,trail_num.stopped,image_6.started,image_6.stopped,Judgement.keys,Judgement.rt,Judgement.started,Judgement.stopped,text_19.started,text_19.stopped,text_12.started,text_12.stopped,image.started,image.stopped,text_2.started,text_2.stopped,text_13.started,text_13.stopped,session,date,expName,psychopyVersion
0,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,19.67111273598857,None,23.29540534305852,None,32.064431820996106,None,33.55622740997933,None,34.93230916408356,None,1,7.549819273059256,35.9988637160277,None,35.9988637160277,None,,,,,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
1,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,43.57305879099295,None,44.93635318800807,None,1,3.224133711890317,46.05254837707616,None,46.05254837707616,None,,,,,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
2,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,49.30447037599515,None,50.67029674106743,None,0,1.817199811921455,51.787486554007046,None,51.787486554007046,None,,,,,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
3,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,65.89143432897981,None,,,1,0.5569097810657695,68.35977591306437,None,68.35977591306437,None,54.08815436006989,None,67.22517808305565,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
4,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,68.94322299701162,None,,,0,1.8663566319737583,71.42633730603848,None,71.42633730603848,None,,,70.25922080897726,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
5,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,73.31111984606832,None,,,0,1.513216475956142,75.81146658200305,None,75.81146658200305,None,,,74.62813903798815,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
6,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,77.3456848920323,None,,,1,1.1026004700688643,79.81403298606165,None,79.81403298606165,None,,,78.66327289899345,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
7,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,80.94665456900839,None,,,0,0.4621460690395906,83.39853715302888,None,83.39853715302888,None,,,82.23028982698452,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
8,Trial # 6,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0407.jpg,0,encoded_Group2_IMG_0407.jpg,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,83.88182836701162,None,,,0,0.5038257540436462,86.36485809506848,None,86.36485809506848,None,,,85.19892945408355,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
9,Trial # 7,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0428.jpg,1,Group1_IMG_0428.jpg,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,86.8981688390486,None,,,1,0.6778768310323358,89.38280277198646,None,89.38280277198646,None,,,88.1983150090091,None,,,,,1,2022_Apr_01_0949,Real-fake-judgement-flashing-group1,2021.1.2
