,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block1_rep2.thisRepN,block1_rep2.thisTrialN,block1_rep2.thisN,block1_rep2.thisIndex,block2_rep.thisRepN,block2_rep.thisTrialN,block2_rep.thisN,block2_rep.thisIndex,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text.started,text.stopped,trail_num.started,trail_num.stopped,image_6.started,image_6.stopped,Judgement.keys,Judgement.rt,Judgement.started,Judgement.stopped,text_19.started,text_19.stopped,text_12.started,text_12.stopped,image.started,image.stopped,text_2.started,text_2.stopped,text_13.started,text_13.stopped,session,date,expName,psychopyVersion
0,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,28.088195468997583,None,30.69981770694721,None,40.26819523901213,None,42.41923146892805,None,43.78659239993431,None,1,3.552812168025412,44.83564907393884,None,44.83564907393884,None,,,,,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
1,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,48.42081894993317,None,49.78797908499837,None,0,2.651750955963508,50.88870568701532,None,50.88870568701532,None,,,,,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
2,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,53.57243781699799,None,54.93898986303248,None,0,2.715328280930408,56.04122116195504,None,56.04122116195504,None,,,,,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
3,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,65.78422094800044,None,,,0,2.6740760459797457,68.21043707197532,None,68.21043707197532,None,59.25746646302287,None,67.0597248339327,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
4,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,70.91143122198991,None,,,1,0.6568430820479989,73.39568307599984,None,73.39568307599984,None,,,72.22875043493696,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
5,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,74.07866663893219,None,,,1,4.401924482081085,76.54654211597517,None,76.54654211597517,None,,,75.39698394597508,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
6,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,80.98212602303829,None,,,1,2.3474074699915946,83.46512011403684,None,83.46512011403684,None,,,82.29798734595533,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
7,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,85.83370358601678,None,,,0,0.6165218990063295,88.30000165302772,None,88.30000165302772,None,,,87.13276564097032,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
8,Trial # 6,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0407.jpg,0,encoded_Group2_IMG_0407.jpg,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,88.93323899700772,None,,,0,0.899144517024979,91.40138944995124,None,91.40138944995124,None,,,90.2503615609603,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
9,Trial # 7,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0428.jpg,1,Group1_IMG_0428.jpg,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,92.31817024503836,None,,,1,0.1232037299778312,94.78526618599426,None,94.78526618599426,None,,,93.61817247292493,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
10,Trial # 8,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0474.jpg,0,encoded_Group2_IMG_0474.jpg,,,,,0.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,94.93484400201125,None,,,0,5.145149372983724,97.41942327097058,None,97.41942327097058,None,,,96.25316875893623,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
11,Trial # 9,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1506.jpg,0,encoded_Group2_IMG_1506.jpg,,,,,0.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,102.58767821092624,None,,,0,0.4055044950218871,105.05505706300028,None,105.05505706300028,None,,,103.90459053998347,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
12,Trial # 10,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9789.jpg,1,Group1_IMG_9789.jpg,,,,,0.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,105.4901722499635,None,,,1,0.0547344500664621,107.97379393794108,None,107.97379393794108,None,,,106.80672716500703,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
13,Trial # 11,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9778.jpg,1,Group1_IMG_9778.jpg,,,,,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,108.05617925303522,None,,,1,0.1044481050921604,110.52407485700678,None,110.52407485700678,None,,,109.37312462192494,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
14,Trial # 12,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9813.jpg,1,Group1_IMG_9813.jpg,,,,,0.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,110.65807587699965,None,,,1,0.0883812049869448,113.12414597603492,None,113.12414597603492,None,,,111.95830827194732,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
15,Trial # 13,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0516.jpg,1,Group1_IMG_0516.jpg,,,,,0.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,113.24111413396896,None,,,0,0.0551229229895398,115.7254125479376,None,115.7254125479376,None,,,114.54132516193204,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
16,Trial # 14,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0038.jpg,0,encoded_Group2_IMG_0038.jpg,,,,,0.0,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,115.80974108492956,None,,,0,2.728150399052538,118.29244348593056,None,118.29244348593056,None,,,117.12658338295296,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
17,Trial # 15,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_5984.jpg,1,Group1_IMG_5984.jpg,,,,,0.0,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,,121.04393769998568,None,,,1,0.4370584300486371,123.52747871296016,None,123.52747871296016,None,,,122.3936815049965,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
18,Trial # 16,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0383.jpg,1,Group1_IMG_0383.jpg,,,,,0.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,123.9943969619926,None,,,1,0.501703335903585,126.4628020710079,None,126.4628020710079,None,,,125.31095899594948,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
19,Trial # 17,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0456.jpg,0,encoded_Group2_IMG_0456.jpg,,,,,0.0,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,,126.99541251396296,None,,,0,1.1647358490154147,129.47982271097135,None,129.47982271097135,None,,,128.34546064701863,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
20,Trial # 18,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_8390.jpg,0,encoded_Group2_IMG_8390.jpg,,,,,0.0,17.0,17.0,17.0,,,,,,,,,,,,,,,,,,,130.6636446060147,None,,,0,0.3300423789769411,133.13051087898202,None,133.13051087898202,None,,,131.96420430997387,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
21,Trial # 19,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0011.jpg,1,Group1_IMG_0011.jpg,,,,,0.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,133.48075336997863,None,,,0,3.095359907951206,135.94918309396598,None,135.94918309396598,None,,,134.79756803100463,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
22,Trial # 20,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0328.jpg,0,encoded_Group2_IMG_0328.jpg,,,,,0.0,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,,139.0660380939953,None,,,1,0.4784556590020656,141.53412312595174,None,141.53412312595174,None,,,140.43283101695124,None,,,,,1,2022_Apr_04_1501,Real-fake-judgement-flashing-group1,2021.1.2
