,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block1_rep2.thisRepN,block1_rep2.thisTrialN,block1_rep2.thisN,block1_rep2.thisIndex,block2_rep.thisRepN,block2_rep.thisTrialN,block2_rep.thisN,block2_rep.thisIndex,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text.started,text.stopped,trail_num.started,trail_num.stopped,image_6.started,image_6.stopped,Judgement.keys,Judgement.rt,Judgement.started,Judgement.stopped,text_19.started,text_19.stopped,text_12.started,text_12.stopped,image.started,image.stopped,text_2.started,text_2.stopped,text_13.started,text_13.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 54
0,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,14.535720468004,None,41.00192440801766,None,56.05712908200803,None,57.94018783300999,None,59.30706779001048,None,0,12.391625190997727,60.408309821010334,None,60.408309821010334,None,,,,,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
1,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,72.82756562100258,None,74.17814886200358,None,1,1.5602937109943014,75.29563941500965,None,75.29563941500965,None,,,,,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
2,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,76.87908837199211,None,78.22927397000603,None,1,1.6289667950186413,79.36296498801676,None,79.36296498801676,None,,,,,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
3,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,89.83445512101753,None,,,1,3.058706582000013,92.31722301099217,None,92.31722301099217,None,81.48083750301157,None,91.15112675301498,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
4,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,95.4018722140172,None,,,0,2.002961902006064,97.8689732060011,None,97.8689732060011,None,,,96.70173879599317,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
5,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,99.90411379301804,None,,,1,0.8931618279893883,102.38678349999827,None,102.38678349999827,None,,,101.20463561901124,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
6,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,103.30361949300276,None,,,1,0.9320936469885056,105.77182848501252,None,105.77182848501252,None,,,104.60365915001604,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
7,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,106.72209480201128,None,,,0,1.706816997990245,109.18912034999812,None,109.18912034999812,None,,,108.02178981600446,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
8,Trial # 6,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0407.jpg,0,encoded_Group2_IMG_0407.jpg,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,110.9241358670115,None,,,0,1.017558513005497,113.39026447801734,None,113.39026447801734,None,,,112.2237310950004,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
9,Trial # 7,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0428.jpg,1,Group1_IMG_0428.jpg,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,114.44013072000234,None,,,1,0.4997535579896066,116.90817437000806,None,116.90817437000806,None,,,115.74212734898902,None,,,,,1,2022_Mar_25_1626,Real-fake-judgement-flashing-group1,2021.1.2,59.93349814924298,
