,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block1_rep2.thisRepN,block1_rep2.thisTrialN,block1_rep2.thisN,block1_rep2.thisIndex,block2_rep.thisRepN,block2_rep.thisTrialN,block2_rep.thisN,block2_rep.thisIndex,text_3.started,text_3.stopped,text_4.started,text_4.stopped,text.started,text.stopped,trail_num.started,trail_num.stopped,image_6.started,image_6.stopped,Judgement.keys,Judgement.rt,Judgement.started,Judgement.stopped,text_19.started,text_19.stopped,text_12.started,text_12.stopped,image.started,image.stopped,text_2.started,text_2.stopped,text_13.started,text_13.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 54
0,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,13.932253728155048,None,20.483575029997155,None,35.20938476594165,None,37.36230149702169,None,38.7056998249609,None,1,6.333798289066181,39.8061625410337,None,39.8061625410337,None,,,,,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
1,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,46.15951218293048,None,47.52623314107768,None,0,1.041642818134278,48.64233007095754,None,48.64233007095754,None,,,,,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
2,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,49.709505648119375,None,51.07639893493615,None,1,0.5467154020443559,52.17728114803322,None,52.17728114803322,None,,,,,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
3,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,61.53007167298347,None,,,1,0.6867119059897959,63.99723854404874,None,63.99723854404874,None,53.22709577810019,None,62.83101068995893,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
4,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,64.71433513402008,None,,,0,0.4613125640898943,67.18268499313854,None,67.18268499313854,None,,,66.03044239012524,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
5,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,67.66616491903551,None,,,1,0.6230325179640204,70.14891813695431,None,70.14891813695431,None,,,68.99857369507663,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
6,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,70.7989770269487,None,,,1,0.7366918199695647,73.28325877012685,None,73.28325877012685,None,,,72.11743096308783,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
7,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,74.0501135031227,None,,,0,0.5660415820311755,76.51790747512132,None,76.51790747512132,None,,,75.35098595893942,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
8,Trial # 6,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0407.jpg,0,encoded_Group2_IMG_0407.jpg,,,,,0.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,77.10246731014922,None,,,1,0.618628207128495,79.58532212395221,None,79.58532212395221,None,,,78.4182315680664,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
9,Trial # 7,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0428.jpg,1,Group1_IMG_0428.jpg,,,,,0.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,80.23537486209534,None,,,0,0.7484319219365716,82.70345439296216,None,82.70345439296216,None,,,81.53710510907695,None,,,,,1,2022_Apr_14_1116,Real-fake-judgement-flashing-group1,2021.1.2,59.94443721065973,
