,Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,session,date,expName,psychopyVersion,Unnamed: 33
0,Trial # 1,layer0-5_O2_to_T1.jpg,layer0-5/layer0-5_O2_to_T1.jpg,OT,layer0-5,0.0,0.0,0.0,0.0,,,,,,,,,38.34414964192547,None,1.0,62.25866315397434,38.34414964192547,None,38.34414964192547,None,38.34414964192547,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
1,Trial # 2,layer0-5_O11_to_T7.jpg,layer0-5/layer0-5_O11_to_T7.jpg,OT,layer0-5,0.0,1.0,1.0,1.0,,,,,,,,,101.51439771894366,None,1.0,6.461509899934754,101.51439771894366,None,101.51439771894366,None,101.51439771894366,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
2,Trial # 3,layer6-8_O3_to_O5.jpg,layer6-8/layer6-8_O3_to_O5.jpg,OO,layer6-8,0.0,2.0,2.0,2.0,,,,,,,,,109.1656316809822,None,4.0,8.11187503207475,109.1656316809822,None,109.1656316809822,None,109.1656316809822,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
3,Trial # 4,layer6-8_O11_to_O4.jpg,layer6-8/layer6-8_O11_to_O4.jpg,OO,layer6-8,0.0,3.0,3.0,3.0,,,,,,,,,117.98499912186526,None,3.0,9.32527557690628,117.98499912186526,None,117.98499912186526,None,117.98499912186526,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
4,Trial # 5,layer6-8_O8_to_T8.jpg,layer6-8/layer6-8_O8_to_T8.jpg,OT,layer6-8,0.0,4.0,4.0,4.0,,,,,,,,,127.65480129979552,None,3.0,6.874918641988188,127.65480129979552,None,127.65480129979552,None,127.65480129979552,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
5,Trial # 6,layer0-5_O11_to_O8.jpg,layer0-5/layer0-5_O11_to_O8.jpg,OO,layer0-5,0.0,5.0,5.0,5.0,,,,,,,,,134.90674613998272,None,1.0,4.292289210949093,134.90674613998272,None,134.90674613998272,None,134.90674613998272,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
6,Trial # 7,layer0-5_T10_to_T11.jpg,layer0-5/layer0-5_T10_to_T11.jpg,TT,layer0-5,0.0,6.0,6.0,6.0,,,,,,,,,139.4415799838025,None,1.0,2.3608217400033027,139.4415799838025,None,139.4415799838025,None,139.4415799838025,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
7,Trial # 8,layer9-17_O6_to_O9.jpg,layer9-17/layer9-17_O6_to_O9.jpg,OO,layer9-17,0.0,7.0,7.0,7.0,,,,,,,,,142.1264544900041,None,2.0,3.7918800651095808,142.1264544900041,None,142.1264544900041,None,142.1264544900041,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
8,Trial # 9,layer6-8_O12_to_O9.jpg,layer6-8/layer6-8_O12_to_O9.jpg,OO,layer6-8,0.0,8.0,8.0,8.0,,,,,,,,,146.27788657695055,None,3.0,2.324970559915528,146.27788657695055,None,146.27788657695055,None,146.27788657695055,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
9,Trial # 10,layer0-5_O10_to_T2.jpg,layer0-5/layer0-5_O10_to_T2.jpg,OT,layer0-5,0.0,9.0,9.0,9.0,,,,,,,,,148.82832336984575,None,4.0,7.344684512121603,148.82832336984575,None,148.82832336984575,None,148.82832336984575,None,1,2022_Apr_14_1419,Semantic-hierachy,2021.1.2,
