,Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,session,date,expName,psychopyVersion,Unnamed: 33
0,Trial # 1,layer0-5_O2_to_T1.jpg,layer0-5/layer0-5_O2_to_T1.jpg,OT,layer0-5,0.0,0.0,0.0,0.0,,,,,,,,,125.2997009990504,None,1.0,14.581511604017578,125.2997009990504,None,125.2997009990504,None,125.2997009990504,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
1,Trial # 2,layer0-5_O11_to_T7.jpg,layer0-5/layer0-5_O11_to_T7.jpg,OT,layer0-5,0.0,1.0,1.0,1.0,,,,,,,,,143.4392830200377,None,1.0,8.159861792053562,143.4392830200377,None,143.4392830200377,None,143.4392830200377,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
2,Trial # 3,layer6-8_O3_to_O5.jpg,layer6-8/layer6-8_O3_to_O5.jpg,OO,layer6-8,0.0,2.0,2.0,2.0,,,,,,,,,154.22598209104035,None,4.0,23.91796594299376,154.22598209104035,None,154.22598209104035,None,154.22598209104035,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
3,Trial # 4,layer6-8_O11_to_O4.jpg,layer6-8/layer6-8_O11_to_O4.jpg,OO,layer6-8,0.0,3.0,3.0,3.0,,,,,,,,,179.68363296304597,None,3.0,7.0358733349712566,179.68363296304597,None,179.68363296304597,None,179.68363296304597,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
4,Trial # 5,layer6-8_O8_to_T8.jpg,layer6-8/layer6-8_O8_to_T8.jpg,OT,layer6-8,0.0,4.0,4.0,4.0,,,,,,,,,188.91999456600752,None,4.0,5.537942241993733,188.91999456600752,None,188.91999456600752,None,188.91999456600752,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
5,Trial # 6,layer0-5_O11_to_O8.jpg,layer0-5/layer0-5_O11_to_O8.jpg,OO,layer0-5,0.0,5.0,5.0,5.0,,,,,,,,,197.2713691270328,None,1.0,3.865720945002977,197.2713691270328,None,197.2713691270328,None,197.2713691270328,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
6,Trial # 7,layer0-5_T10_to_T11.jpg,layer0-5/layer0-5_T10_to_T11.jpg,TT,layer0-5,0.0,6.0,6.0,6.0,,,,,,,,,202.80649027402976,None,1.0,3.8697682869969854,202.80649027402976,None,202.80649027402976,None,202.80649027402976,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
7,Trial # 8,layer9-17_O6_to_O9.jpg,layer9-17/layer9-17_O6_to_O9.jpg,OO,layer9-17,0.0,7.0,7.0,7.0,,,,,,,,,208.47617011505645,None,2.0,3.8014556120033376,208.47617011505645,None,208.47617011505645,None,208.47617011505645,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
8,Trial # 9,layer6-8_O12_to_O9.jpg,layer6-8/layer6-8_O12_to_O9.jpg,OO,layer6-8,0.0,8.0,8.0,8.0,,,,,,,,,213.14308177301427,None,3.0,5.287366445991211,213.14308177301427,None,213.14308177301427,None,213.14308177301427,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
9,Trial # 10,layer0-5_O10_to_T2.jpg,layer0-5/layer0-5_O10_to_T2.jpg,OT,layer0-5,0.0,9.0,9.0,9.0,,,,,,,,,220.0952711140272,None,1.0,15.811699017998762,220.0952711140272,None,220.0952711140272,None,220.0952711140272,None,1,2022_Jun_28_1531,Semantic-hierachy,2021.1.2,
