,Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,session,date,expName,psychopyVersion,Unnamed: 33
0,Trial # 1,layer0-5_O2_to_T1.jpg,layer0-5/layer0-5_O2_to_T1.jpg,OT,layer0-5,0.0,0.0,0.0,0.0,,,,,,,,,41.16291255899705,None,1.0,50.02963267103769,41.16291255899705,None,41.16291255899705,None,41.16291255899705,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
1,Trial # 2,layer0-5_O11_to_T7.jpg,layer0-5/layer0-5_O11_to_T7.jpg,OT,layer0-5,0.0,1.0,1.0,1.0,,,,,,,,,92.51124500995502,None,1.0,4.042298307875171,92.51124500995502,None,92.51124500995502,None,92.51124500995502,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
2,Trial # 3,layer6-8_O3_to_O5.jpg,layer6-8/layer6-8_O3_to_O5.jpg,OO,layer6-8,0.0,2.0,2.0,2.0,,,,,,,,,96.9297760319896,None,4.0,6.004595448030159,96.9297760319896,None,96.9297760319896,None,96.9297760319896,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
3,Trial # 4,layer6-8_O11_to_O4.jpg,layer6-8/layer6-8_O11_to_O4.jpg,OO,layer6-8,0.0,3.0,3.0,3.0,,,,,,,,,103.31411378504708,None,3.0,2.867192205972969,103.31411378504708,None,103.31411378504708,None,103.31411378504708,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
4,Trial # 5,layer6-8_O8_to_T8.jpg,layer6-8/layer6-8_O8_to_T8.jpg,OT,layer6-8,0.0,4.0,4.0,4.0,,,,,,,,,106.56571586593054,None,4.0,17.745043575996533,106.56571586593054,None,106.56571586593054,None,106.56571586593054,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
5,Trial # 6,layer0-5_O11_to_O8.jpg,layer0-5/layer0-5_O11_to_O8.jpg,OO,layer0-5,0.0,5.0,5.0,5.0,,,,,,,,,124.62197391898373,None,1.0,3.9200447930488735,124.62197391898373,None,124.62197391898373,None,124.62197391898373,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
6,Trial # 7,layer0-5_T10_to_T11.jpg,layer0-5/layer0-5_T10_to_T11.jpg,TT,layer0-5,0.0,6.0,6.0,6.0,,,,,,,,,128.8566986899823,None,1.0,1.4059740498196334,128.8566986899823,None,128.8566986899823,None,128.8566986899823,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
7,Trial # 8,layer9-17_O6_to_O9.jpg,layer9-17/layer9-17_O6_to_O9.jpg,OO,layer9-17,0.0,7.0,7.0,7.0,,,,,,,,,131.190057604108,None,2.0,2.347653579199686,131.190057604108,None,131.190057604108,None,131.190057604108,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
8,Trial # 9,layer6-8_O12_to_O9.jpg,layer6-8/layer6-8_O12_to_O9.jpg,OO,layer6-8,0.0,8.0,8.0,8.0,,,,,,,,,133.87430692696944,None,3.0,3.0437872430775315,133.87430692696944,None,133.87430692696944,None,133.87430692696944,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
9,Trial # 10,layer0-5_O10_to_T2.jpg,layer0-5/layer0-5_O10_to_T2.jpg,OT,layer0-5,0.0,9.0,9.0,9.0,,,,,,,,,137.3253877889365,None,4.0,2.560195341007784,137.3253877889365,None,137.3253877889365,None,137.3253877889365,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
10,Trial # 11,layer9-17_T10_to_T2.jpg,layer9-17/layer9-17_T10_to_T2.jpg,TT,layer9-17,0.0,10.0,10.0,10.0,,,,,,,,,140.34388131508604,None,3.0,22.62923072185368,140.34388131508604,None,140.34388131508604,None,140.34388131508604,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
11,Trial # 12,layer6-8_T6_to_T7.jpg,layer6-8/layer6-8_T6_to_T7.jpg,TT,layer6-8,0.0,11.0,11.0,11.0,,,,,,,,,163.45033225696534,None,3.0,3.804111205041409,163.45033225696534,None,163.45033225696534,None,163.45033225696534,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
12,Trial # 13,layer9-17_O10_to_T2.jpg,layer9-17/layer9-17_O10_to_T2.jpg,OT,layer9-17,0.0,12.0,12.0,12.0,,,,,,,,,167.5178566109389,None,2.0,1.8671164971310643,167.5178566109389,None,167.5178566109389,None,167.5178566109389,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
13,Trial # 14,layer6-8_T4_to_T7.jpg,layer6-8/layer6-8_T4_to_T7.jpg,TT,layer6-8,0.0,13.0,13.0,13.0,,,,,,,,,169.7860705810599,None,3.0,4.905368289910257,169.7860705810599,None,169.7860705810599,None,169.7860705810599,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
14,Trial # 15,layer9-17_O8_to_T2.jpg,layer9-17/layer9-17_O8_to_T2.jpg,OT,layer9-17,0.0,14.0,14.0,14.0,,,,,,,,,175.07155248499475,None,2.0,1.809676583856344,175.07155248499475,None,175.07155248499475,None,175.07155248499475,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
15,Trial # 16,layer0-5_T6_to_T9.jpg,layer0-5/layer0-5_T6_to_T9.jpg,TT,layer0-5,0.0,15.0,15.0,15.0,,,,,,,,,177.38742424198426,None,1.0,1.687354364199564,177.38742424198426,None,177.38742424198426,None,177.38742424198426,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
16,Trial # 17,layer0-5_O11_to_O12.jpg,layer0-5/layer0-5_O11_to_O12.jpg,OO,layer0-5,0.0,16.0,16.0,16.0,,,,,,,,,179.3891875280533,None,1.0,1.3218838630709795,179.3891875280533,None,179.3891875280533,None,179.3891875280533,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
17,Trial # 18,layer0-5_T11_to_T5.jpg,layer0-5/layer0-5_T11_to_T5.jpg,TT,layer0-5,0.0,17.0,17.0,17.0,,,,,,,,,181.0399625909049,None,1.0,1.12351261312142,181.0399625909049,None,181.0399625909049,None,181.0399625909049,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
18,Trial # 19,layer0-5_O6_to_T12.jpg,layer0-5/layer0-5_O6_to_T12.jpg,OT,layer0-5,0.0,18.0,18.0,18.0,,,,,,,,,183.372548962012,None,1.0,1.826631983043626,183.372548962012,None,183.372548962012,None,183.372548962012,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
19,Trial # 20,layer6-8_T6_to_T8.jpg,layer6-8/layer6-8_T6_to_T8.jpg,TT,layer6-8,0.0,19.0,19.0,19.0,,,,,,,,,185.59030754305425,None,3.0,3.748544990085066,185.59030754305425,None,185.59030754305425,None,185.59030754305425,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
20,Trial # 21,layer9-17_T2_to_T5.jpg,layer9-17/layer9-17_T2_to_T5.jpg,TT,layer9-17,0.0,20.0,20.0,20.0,,,,,,,,,189.6093578340952,None,2.0,1.8839674880728128,189.6093578340952,None,189.6093578340952,None,189.6093578340952,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
21,Trial # 22,layer6-8_O2_to_O6.jpg,layer6-8/layer6-8_O2_to_O6.jpg,OO,layer6-8,0.0,21.0,21.0,21.0,,,,,,,,,191.9917685398832,None,4.0,2.97698063403368,191.9917685398832,None,191.9917685398832,None,191.9917685398832,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
22,Trial # 23,layer9-17_O3_to_T12.jpg,layer9-17/layer9-17_O3_to_T12.jpg,OT,layer9-17,0.0,22.0,22.0,22.0,,,,,,,,,195.2271313020028,None,2.0,1.804045545868576,195.2271313020028,None,195.2271313020028,None,195.2271313020028,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
23,Trial # 24,layer0-5_O11_to_O3.jpg,layer0-5/layer0-5_O11_to_O3.jpg,OO,layer0-5,0.0,23.0,23.0,23.0,,,,,,,,,197.41024483996443,None,1.0,1.767536831088364,197.41024483996443,None,197.41024483996443,None,197.41024483996443,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
24,Trial # 25,layer6-8_O2_to_O9.jpg,layer6-8/layer6-8_O2_to_O9.jpg,OO,layer6-8,0.0,24.0,24.0,24.0,,,,,,,,,199.5620412291028,None,4.0,2.0865661080460995,199.5620412291028,None,199.5620412291028,None,199.5620412291028,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
25,Trial # 26,layer9-17_O10_to_O8.jpg,layer9-17/layer9-17_O10_to_O8.jpg,OO,layer9-17,0.0,25.0,25.0,25.0,,,,,,,,,203.0458087879233,None,3.0,8.11390871903859,203.0458087879233,None,203.0458087879233,None,203.0458087879233,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
26,Trial # 27,layer9-17_T4_to_T6.jpg,layer9-17/layer9-17_T4_to_T6.jpg,TT,layer9-17,0.0,26.0,26.0,26.0,,,,,,,,,211.5483682199847,None,2.0,2.1713250698521733,211.5483682199847,None,211.5483682199847,None,211.5483682199847,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
27,Trial # 28,layer6-8_O7_to_T8.jpg,layer6-8/layer6-8_O7_to_T8.jpg,OT,layer6-8,0.0,27.0,27.0,27.0,,,,,,,,,214.0997421699576,None,3.0,3.604278926970437,214.0997421699576,None,214.0997421699576,None,214.0997421699576,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
28,Trial # 29,layer6-8_T4_to_T5.jpg,layer6-8/layer6-8_T4_to_T5.jpg,TT,layer6-8,0.0,28.0,28.0,28.0,,,,,,,,,218.901682084892,None,3.0,3.313552981941029,218.901682084892,None,218.901682084892,None,218.901682084892,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
29,Trial # 30,layer6-8_T10_to_T9.jpg,layer6-8/layer6-8_T10_to_T9.jpg,TT,layer6-8,0.0,29.0,29.0,29.0,,,,,,,,,222.60156137589365,None,3.0,3.971890127053484,222.60156137589365,None,222.60156137589365,None,222.60156137589365,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
30,Trial # 31,layer9-17_O1_to_O8.jpg,layer9-17/layer9-17_O1_to_O8.jpg,OO,layer9-17,0.0,30.0,30.0,30.0,,,,,,,,,227.5194987310097,None,2.0,3.129910859046504,227.5194987310097,None,227.5194987310097,None,227.5194987310097,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
31,Trial # 32,layer9-17_O12_to_O7.jpg,layer9-17/layer9-17_O12_to_O7.jpg,OO,layer9-17,0.0,31.0,31.0,31.0,,,,,,,,,230.9548151849304,None,2.0,2.234650108963251,230.9548151849304,None,230.9548151849304,None,230.9548151849304,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
32,Trial # 33,layer9-17_T10_to_T12.jpg,layer9-17/layer9-17_T10_to_T12.jpg,TT,layer9-17,0.0,32.0,32.0,32.0,,,,,,,,,233.53879053494893,None,3.0,2.225627769948914,233.53879053494893,None,233.53879053494893,None,233.53879053494893,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
33,Trial # 34,layer0-5_T2_to_T6.jpg,layer0-5/layer0-5_T2_to_T6.jpg,TT,layer0-5,0.0,33.0,33.0,33.0,,,,,,,,,236.62320380588065,None,1.0,3.288273906102404,236.62320380588065,None,236.62320380588065,None,236.62320380588065,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
34,Trial # 35,layer6-8_T11_to_T2.jpg,layer6-8/layer6-8_T11_to_T2.jpg,TT,layer6-8,0.0,34.0,34.0,34.0,,,,,,,,,240.24054833711125,None,3.0,4.937045983038843,240.24054833711125,None,240.24054833711125,None,240.24054833711125,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
35,Trial # 36,layer6-8_O4_to_T3.jpg,layer6-8/layer6-8_O4_to_T3.jpg,OT,layer6-8,0.0,35.0,35.0,35.0,,,,,,,,,246.2756443649996,None,3.0,1.6767491670325398,246.2756443649996,None,246.2756443649996,None,246.2756443649996,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
36,Trial # 37,layer6-8_O3_to_T11.jpg,layer6-8/layer6-8_O3_to_T11.jpg,OT,layer6-8,0.0,36.0,36.0,36.0,,,,,,,,,248.32590551208705,None,2.0,1.6607664830517024,248.32590551208705,None,248.32590551208705,None,248.32590551208705,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
37,Trial # 38,layer6-8_T1_to_T2.jpg,layer6-8/layer6-8_T1_to_T2.jpg,TT,layer6-8,0.0,37.0,37.0,37.0,,,,,,,,,250.3935080349911,None,3.0,4.137149352114648,250.3935080349911,None,250.3935080349911,None,250.3935080349911,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
38,Trial # 39,layer9-17_O2_to_O6.jpg,layer9-17/layer9-17_O2_to_O6.jpg,OO,layer9-17,0.0,38.0,38.0,38.0,,,,,,,,,254.9625239749439,None,4.0,3.472128913970664,254.9625239749439,None,254.9625239749439,None,254.9625239749439,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
39,Trial # 40,layer9-17_O4_to_T2.jpg,layer9-17/layer9-17_O4_to_T2.jpg,OT,layer9-17,0.0,39.0,39.0,39.0,,,,,,,,,259.08037360804155,None,2.0,3.420458673033864,259.08037360804155,None,259.08037360804155,None,259.08037360804155,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
40,Trial # 41,layer6-8_O5_to_T3.jpg,layer6-8/layer6-8_O5_to_T3.jpg,OT,layer6-8,0.0,40.0,40.0,40.0,,,,,,,,,262.8801151260268,None,3.0,1.9718485199846327,262.8801151260268,None,262.8801151260268,None,262.8801151260268,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
41,Trial # 42,layer6-8_O2_to_O3.jpg,layer6-8/layer6-8_O2_to_O3.jpg,OO,layer6-8,0.0,41.0,41.0,41.0,,,,,,,,,265.18213368207216,None,4.0,7.304426246089861,265.18213368207216,None,265.18213368207216,None,265.18213368207216,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
42,Trial # 43,layer6-8_O1_to_T6.jpg,layer6-8/layer6-8_O1_to_T6.jpg,OT,layer6-8,0.0,42.0,42.0,42.0,,,,,,,,,272.8166029059794,None,2.0,1.97574057104066,272.8166029059794,None,272.8166029059794,None,272.8166029059794,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
43,Trial # 44,layer6-8_O2_to_T12.jpg,layer6-8/layer6-8_O2_to_T12.jpg,OT,layer6-8,0.0,43.0,43.0,43.0,,,,,,,,,275.11810657405294,None,3.0,1.5540102710947394,275.11810657405294,None,275.11810657405294,None,275.11810657405294,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
44,Trial # 45,layer9-17_O2_to_O8.jpg,layer9-17/layer9-17_O2_to_O8.jpg,OO,layer9-17,0.0,44.0,44.0,44.0,,,,,,,,,276.9849039199762,None,2.0,5.895195202901959,276.9849039199762,None,276.9849039199762,None,276.9849039199762,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
45,Trial # 46,layer9-17_O10_to_O4.jpg,layer9-17/layer9-17_O10_to_O4.jpg,OO,layer9-17,0.0,45.0,45.0,45.0,,,,,,,,,283.7710145378951,None,3.0,8.864509474020451,283.7710145378951,None,283.7710145378951,None,283.7710145378951,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
46,Trial # 47,layer0-5_O1_to_O4.jpg,layer0-5/layer0-5_O1_to_O4.jpg,OO,layer0-5,0.0,46.0,46.0,46.0,,,,,,,,,293.80721156089567,None,1.0,2.1330414270050824,293.80721156089567,None,293.80721156089567,None,293.80721156089567,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
47,Trial # 48,layer0-5_T4_to_T5.jpg,layer0-5/layer0-5_T4_to_T5.jpg,TT,layer0-5,0.0,47.0,47.0,47.0,,,,,,,,,297.1078148840461,None,1.0,2.1194467630703,297.1078148840461,None,297.1078148840461,None,297.1078148840461,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
48,Trial # 49,layer9-17_T12_to_T8.jpg,layer9-17/layer9-17_T12_to_T8.jpg,TT,layer9-17,0.0,48.0,48.0,48.0,,,,,,,,,299.9767725460697,None,2.0,1.8183547400403768,299.9767725460697,None,299.9767725460697,None,299.9767725460697,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
49,Trial # 50,layer0-5_T10_to_T5.jpg,layer0-5/layer0-5_T10_to_T5.jpg,TT,layer0-5,0.0,49.0,49.0,49.0,,,,,,,,,302.0764244729653,None,1.0,1.818389693973586,302.0764244729653,None,302.0764244729653,None,302.0764244729653,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
50,Trial # 51,layer6-8_O10_to_O8.jpg,layer6-8/layer6-8_O10_to_O8.jpg,OO,layer6-8,0.0,50.0,50.0,50.0,,,,,,,,,304.2438001779374,None,3.0,2.736852395813912,304.2438001779374,None,304.2438001779374,None,304.2438001779374,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
51,Trial # 52,layer9-17_O3_to_O5.jpg,layer9-17/layer9-17_O3_to_O5.jpg,OO,layer9-17,0.0,51.0,51.0,51.0,,,,,,,,,316.364268590929,None,2.0,1.8338952320627868,316.364268590929,None,316.364268590929,None,316.364268590929,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
52,Trial # 53,layer6-8_T1_to_T12.jpg,layer6-8/layer6-8_T1_to_T12.jpg,TT,layer6-8,0.0,52.0,52.0,52.0,,,,,,,,,318.5807286889758,None,3.0,2.0239086931105703,318.5807286889758,None,318.5807286889758,None,318.5807286889758,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
53,Trial # 54,layer0-5_O4_to_O9.jpg,layer0-5/layer0-5_O4_to_O9.jpg,OO,layer0-5,0.0,53.0,53.0,53.0,,,,,,,,,321.08248196705244,None,1.0,2.20547557901591,321.08248196705244,None,321.08248196705244,None,321.08248196705244,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
54,Trial # 55,layer0-5_O5_to_O9.jpg,layer0-5/layer0-5_O5_to_O9.jpg,OO,layer0-5,0.0,54.0,54.0,54.0,,,,,,,,,323.63677779911086,None,1.0,2.5895190390292555,323.63677779911086,None,323.63677779911086,None,323.63677779911086,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
55,Trial # 56,layer0-5_O1_to_O2.jpg,layer0-5/layer0-5_O1_to_O2.jpg,OO,layer0-5,0.0,55.0,55.0,55.0,,,,,,,,,328.7842802919913,None,1.0,1.2093937089666724,328.7842802919913,None,328.7842802919913,None,328.7842802919913,None,1,2022_Apr_22_1101,Semantic-hierachy,2021.1.2,
