,Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,session,date,expName,psychopyVersion,Unnamed: 33
14,Trial # 15,layer9-17_O8_to_T2.jpg,layer9-17/layer9-17_O8_to_T2.jpg,OT,layer9-17,0.0,14.0,14.0,14.0,,,,,,,,,264.9873272499972,None,2.0,2.4974132489951444,264.9873272499972,None,264.9873272499972,None,264.9873272499972,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
15,Trial # 16,layer0-5_T6_to_T9.jpg,layer0-5/layer0-5_T6_to_T9.jpg,TT,layer0-5,0.0,15.0,15.0,15.0,,,,,,,,,267.85656615899643,None,1.0,3.30040100900078,267.85656615899643,None,267.85656615899643,None,267.85656615899643,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
16,Trial # 17,layer0-5_O11_to_O12.jpg,layer0-5/layer0-5_O11_to_O12.jpg,OO,layer0-5,0.0,16.0,16.0,16.0,,,,,,,,,271.5728759079939,None,1.0,3.957997859004536,271.5728759079939,None,271.5728759079939,None,271.5728759079939,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
17,Trial # 18,layer0-5_T11_to_T5.jpg,layer0-5/layer0-5_T11_to_T5.jpg,TT,layer0-5,0.0,17.0,17.0,17.0,,,,,,,,,275.8575009529959,None,1.0,5.029335307997826,275.8575009529959,None,275.8575009529959,None,275.8575009529959,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
18,Trial # 19,layer0-5_O6_to_T12.jpg,layer0-5/layer0-5_O6_to_T12.jpg,OT,layer0-5,0.0,18.0,18.0,18.0,,,,,,,,,284.54356725199614,None,1.0,4.611778300997685,284.54356725199614,None,284.54356725199614,None,284.54356725199614,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
19,Trial # 20,layer6-8_T6_to_T8.jpg,layer6-8/layer6-8_T6_to_T8.jpg,TT,layer6-8,0.0,19.0,19.0,19.0,,,,,,,,,289.46186597299675,None,4.0,3.718729521002388,289.46186597299675,None,289.46186597299675,None,289.46186597299675,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
20,Trial # 21,layer9-17_T2_to_T5.jpg,layer9-17/layer9-17_T2_to_T5.jpg,TT,layer9-17,0.0,20.0,20.0,20.0,,,,,,,,,293.6466364939988,None,2.0,2.452984408999328,293.6466364939988,None,293.6466364939988,None,293.6466364939988,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
21,Trial # 22,layer6-8_O2_to_O6.jpg,layer6-8/layer6-8_O2_to_O6.jpg,OO,layer6-8,0.0,21.0,21.0,21.0,,,,,,,,,296.3978126029979,None,2.0,3.3096424510004,296.3978126029979,None,296.3978126029979,None,296.3978126029979,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
22,Trial # 23,layer9-17_O3_to_T12.jpg,layer9-17/layer9-17_O3_to_T12.jpg,OT,layer9-17,0.0,22.0,22.0,22.0,,,,,,,,,303.31725126999663,None,2.0,5.327886004000902,303.31725126999663,None,303.31725126999663,None,303.31725126999663,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
23,Trial # 24,layer0-5_O11_to_O3.jpg,layer0-5/layer0-5_O11_to_O3.jpg,OO,layer0-5,0.0,23.0,23.0,23.0,,,,,,,,,308.9349019489964,None,1.0,3.337246739996772,308.9349019489964,None,308.9349019489964,None,308.9349019489964,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
24,Trial # 25,layer6-8_O2_to_O9.jpg,layer6-8/layer6-8_O2_to_O9.jpg,OO,layer6-8,0.0,24.0,24.0,24.0,,,,,,,,,312.886864135995,None,4.0,6.911056958997506,312.886864135995,None,312.886864135995,None,312.886864135995,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
25,Trial # 26,layer9-17_O10_to_O8.jpg,layer9-17/layer9-17_O10_to_O8.jpg,OO,layer9-17,0.0,25.0,25.0,25.0,,,,,,,,,320.28772175099584,None,4.0,6.891818308002257,320.28772175099584,None,320.28772175099584,None,320.28772175099584,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
26,Trial # 27,layer9-17_T4_to_T6.jpg,layer9-17/layer9-17_T4_to_T6.jpg,TT,layer9-17,0.0,26.0,26.0,26.0,,,,,,,,,327.4077080529969,None,2.0,2.077992635000556,327.4077080529969,None,327.4077080529969,None,327.4077080529969,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
27,Trial # 28,layer6-8_O7_to_T8.jpg,layer6-8/layer6-8_O7_to_T8.jpg,OT,layer6-8,0.0,27.0,27.0,27.0,,,,,,,,,329.69157362999977,None,2.0,1.9227202449983447,329.69157362999977,None,329.69157362999977,None,329.69157362999977,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
28,Trial # 29,layer6-8_T4_to_T5.jpg,layer6-8/layer6-8_T4_to_T5.jpg,TT,layer6-8,0.0,28.0,28.0,28.0,,,,,,,,,332.22543288099405,None,4.0,3.8839294979989054,332.22543288099405,None,332.22543288099405,None,332.22543288099405,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
29,Trial # 30,layer6-8_T10_to_T9.jpg,layer6-8/layer6-8_T10_to_T9.jpg,TT,layer6-8,0.0,29.0,29.0,29.0,,,,,,,,,336.942781234,None,4.0,6.811320559994783,336.942781234,None,336.942781234,None,336.942781234,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
30,Trial # 31,layer9-17_O1_to_O8.jpg,layer9-17/layer9-17_O1_to_O8.jpg,OO,layer9-17,0.0,30.0,30.0,30.0,,,,,,,,,344.6287991539939,None,2.0,3.976957224003854,344.6287991539939,None,344.6287991539939,None,344.6287991539939,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
31,Trial # 32,layer9-17_O12_to_O7.jpg,layer9-17/layer9-17_O12_to_O7.jpg,OO,layer9-17,0.0,31.0,31.0,31.0,,,,,,,,,349.0480785489999,None,2.0,6.4440777609997895,349.0480785489999,None,349.0480785489999,None,349.0480785489999,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
32,Trial # 33,layer9-17_T10_to_T12.jpg,layer9-17/layer9-17_T10_to_T12.jpg,TT,layer9-17,0.0,32.0,32.0,32.0,,,,,,,,,355.94887115500023,None,4.0,1.956032416994276,355.94887115500023,None,355.94887115500023,None,355.94887115500023,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
33,Trial # 34,layer0-5_T2_to_T6.jpg,layer0-5/layer0-5_T2_to_T6.jpg,TT,layer0-5,0.0,33.0,33.0,33.0,,,,,,,,,358.2010278749949,None,1.0,4.245008404002874,358.2010278749949,None,358.2010278749949,None,358.2010278749949,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
34,Trial # 35,layer6-8_T11_to_T2.jpg,layer6-8/layer6-8_T11_to_T2.jpg,TT,layer6-8,0.0,34.0,34.0,34.0,,,,,,,,,362.7521710579968,None,4.0,4.694843104000029,362.7521710579968,None,362.7521710579968,None,362.7521710579968,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
35,Trial # 36,layer6-8_O4_to_T3.jpg,layer6-8/layer6-8_O4_to_T3.jpg,OT,layer6-8,0.0,35.0,35.0,35.0,,,,,,,,,367.7859369180005,None,3.0,5.472683215004508,367.7859369180005,None,367.7859369180005,None,367.7859369180005,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
36,Trial # 37,layer6-8_O3_to_T11.jpg,layer6-8/layer6-8_O3_to_T11.jpg,OT,layer6-8,0.0,36.0,36.0,36.0,,,,,,,,,373.522384387994,None,3.0,9.481158192000294,373.522384387994,None,373.522384387994,None,373.522384387994,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
37,Trial # 38,layer6-8_T1_to_T2.jpg,layer6-8/layer6-8_T1_to_T2.jpg,TT,layer6-8,0.0,37.0,37.0,37.0,,,,,,,,,385.5247345389944,None,2.0,4.072768528996676,385.5247345389944,None,385.5247345389944,None,385.5247345389944,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
38,Trial # 39,layer9-17_O2_to_O6.jpg,layer9-17/layer9-17_O2_to_O6.jpg,OO,layer9-17,0.0,38.0,38.0,38.0,,,,,,,,,389.892744576995,None,4.0,7.924729935999494,389.892744576995,None,389.892744576995,None,389.892744576995,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
39,Trial # 40,layer9-17_O4_to_T2.jpg,layer9-17/layer9-17_O4_to_T2.jpg,OT,layer9-17,0.0,39.0,39.0,39.0,,,,,,,,,398.8798776349941,None,2.0,2.057446760998573,398.8798776349941,None,398.8798776349941,None,398.8798776349941,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
40,Trial # 41,layer6-8_O5_to_T3.jpg,layer6-8/layer6-8_O5_to_T3.jpg,OT,layer6-8,0.0,40.0,40.0,40.0,,,,,,,,,401.896425166,None,3.0,2.47365519500454,401.896425166,None,401.896425166,None,401.896425166,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
41,Trial # 42,layer6-8_O2_to_O3.jpg,layer6-8/layer6-8_O2_to_O3.jpg,OO,layer6-8,0.0,41.0,41.0,41.0,,,,,,,,,404.647436897998,None,4.0,2.8105562630007626,404.647436897998,None,404.647436897998,None,404.647436897998,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
42,Trial # 43,layer6-8_O1_to_T6.jpg,layer6-8/layer6-8_O1_to_T6.jpg,OT,layer6-8,0.0,42.0,42.0,42.0,,,,,,,,,408.4485665920001,None,2.0,3.773844697003369,408.4485665920001,None,408.4485665920001,None,408.4485665920001,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
43,Trial # 44,layer6-8_O2_to_T12.jpg,layer6-8/layer6-8_O2_to_T12.jpg,OT,layer6-8,0.0,43.0,43.0,43.0,,,,,,,,,413.4179540179976,None,3.0,2.1474253319975105,413.4179540179976,None,413.4179540179976,None,413.4179540179976,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
44,Trial # 45,layer9-17_O2_to_O8.jpg,layer9-17/layer9-17_O2_to_O8.jpg,OO,layer9-17,0.0,44.0,44.0,44.0,,,,,,,,,416.0677167679969,None,4.0,9.3126408600001,416.0677167679969,None,416.0677167679969,None,416.0677167679969,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
45,Trial # 46,layer9-17_O10_to_O4.jpg,layer9-17/layer9-17_O10_to_O4.jpg,OO,layer9-17,0.0,45.0,45.0,45.0,,,,,,,,,425.686993077994,None,2.0,3.72893847800151,425.686993077994,None,425.686993077994,None,425.686993077994,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
46,Trial # 47,layer0-5_O1_to_O4.jpg,layer0-5/layer0-5_O1_to_O4.jpg,OO,layer0-5,0.0,46.0,46.0,46.0,,,,,,,,,430.32206198699714,None,1.0,2.786118312003964,430.32206198699714,None,430.32206198699714,None,430.32206198699714,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
47,Trial # 48,layer0-5_T4_to_T5.jpg,layer0-5/layer0-5_T4_to_T5.jpg,TT,layer0-5,0.0,47.0,47.0,47.0,,,,,,,,,434.6400667639973,None,1.0,2.6528537850026623,434.6400667639973,None,434.6400667639973,None,434.6400667639973,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
48,Trial # 49,layer9-17_T12_to_T8.jpg,layer9-17/layer9-17_T12_to_T8.jpg,TT,layer9-17,0.0,48.0,48.0,48.0,,,,,,,,,437.94229626199376,None,2.0,2.202557610005897,437.94229626199376,None,437.94229626199376,None,437.94229626199376,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
49,Trial # 50,layer0-5_T10_to_T5.jpg,layer0-5/layer0-5_T10_to_T5.jpg,TT,layer0-5,0.0,49.0,49.0,49.0,,,,,,,,,440.50828208599705,None,1.0,4.763639828997839,440.50828208599705,None,440.50828208599705,None,440.50828208599705,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
50,Trial # 51,layer6-8_O10_to_O8.jpg,layer6-8/layer6-8_O10_to_O8.jpg,OO,layer6-8,0.0,50.0,50.0,50.0,,,,,,,,,445.4767831099962,None,2.0,5.320764846001111,445.4767831099962,None,445.4767831099962,None,445.4767831099962,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
51,Trial # 52,layer9-17_O3_to_O5.jpg,layer9-17/layer9-17_O3_to_O5.jpg,OO,layer9-17,0.0,51.0,51.0,51.0,,,,,,,,,451.0451044729998,None,2.0,1.5317639950008015,451.0451044729998,None,451.0451044729998,None,451.0451044729998,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
52,Trial # 53,layer6-8_T1_to_T12.jpg,layer6-8/layer6-8_T1_to_T12.jpg,TT,layer6-8,0.0,52.0,52.0,52.0,,,,,,,,,452.7961330830003,None,4.0,1.7439368499981356,452.7961330830003,None,452.7961330830003,None,452.7961330830003,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
53,Trial # 54,layer0-5_O4_to_O9.jpg,layer0-5/layer0-5_O4_to_O9.jpg,OO,layer0-5,0.0,53.0,53.0,53.0,,,,,,,,,455.36310327399406,None,1.0,3.443903257000784,455.36310327399406,None,455.36310327399406,None,455.36310327399406,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
54,Trial # 55,layer0-5_O5_to_O9.jpg,layer0-5/layer0-5_O5_to_O9.jpg,OO,layer0-5,0.0,54.0,54.0,54.0,,,,,,,,,459.0654559929972,None,3.0,2.1363774700002978,459.0654559929972,None,459.0654559929972,None,459.0654559929972,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
55,Trial # 56,layer0-5_O1_to_O2.jpg,layer0-5/layer0-5_O1_to_O2.jpg,OO,layer0-5,0.0,55.0,55.0,55.0,,,,,,,,,462.2318114029986,None,1.0,3.694016435998492,462.2318114029986,None,462.2318114029986,None,462.2318114029986,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
56,Trial # 57,layer9-17_T12_to_T3.jpg,layer9-17/layer9-17_T12_to_T3.jpg,TT,layer9-17,0.0,56.0,56.0,56.0,,,,,,,,,466.2163250769954,None,2.0,1.88828433699382,466.2163250769954,None,466.2163250769954,None,466.2163250769954,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
57,Trial # 58,layer0-5_O7_to_O9.jpg,layer0-5/layer0-5_O7_to_O9.jpg,OO,layer0-5,0.0,57.0,57.0,57.0,,,,,,,,,468.468371389994,None,1.0,2.141296211993904,468.468371389994,None,468.468371389994,None,468.468371389994,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
58,Trial # 59,layer0-5_T5_to_T9.jpg,layer0-5/layer0-5_T5_to_T9.jpg,TT,layer0-5,0.0,58.0,58.0,58.0,,,,,,,,,470.9509722589937,None,1.0,2.06965814200521,470.9509722589937,None,470.9509722589937,None,470.9509722589937,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
59,Trial # 60,layer9-17_O1_to_O9.jpg,layer9-17/layer9-17_O1_to_O9.jpg,OO,layer9-17,0.0,59.0,59.0,59.0,,,,,,,,,473.3697623009939,None,4.0,5.122722571999475,473.3697623009939,None,473.3697623009939,None,473.3697623009939,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
60,Trial # 61,layer0-5_O6_to_O7.jpg,layer0-5/layer0-5_O6_to_O7.jpg,OO,layer0-5,0.0,60.0,60.0,60.0,,,,,,,,,481.7374873410008,None,1.0,3.3295176300016465,481.7374873410008,None,481.7374873410008,None,481.7374873410008,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
61,Trial # 62,layer9-17_T5_to_T6.jpg,layer9-17/layer9-17_T5_to_T6.jpg,TT,layer9-17,0.0,61.0,61.0,61.0,,,,,,,,,485.3218764400008,None,2.0,8.400654010001745,485.3218764400008,None,485.3218764400008,None,485.3218764400008,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
62,Trial # 63,layer9-17_T4_to_T9.jpg,layer9-17/layer9-17_T4_to_T9.jpg,TT,layer9-17,0.0,62.0,62.0,62.0,,,,,,,,,493.97636562799744,None,2.0,1.9467858680000063,493.97636562799744,None,493.97636562799744,None,493.97636562799744,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
63,Trial # 64,layer0-5_O11_to_T1.jpg,layer0-5/layer0-5_O11_to_T1.jpg,OT,layer0-5,0.0,63.0,63.0,63.0,,,,,,,,,496.12582382199616,None,1.0,3.2146716300048865,496.12582382199616,None,496.12582382199616,None,496.12582382199616,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
64,Trial # 65,layer6-8_T5_to_T9.jpg,layer6-8/layer6-8_T5_to_T9.jpg,TT,layer6-8,0.0,64.0,64.0,64.0,,,,,,,,,499.6933437979969,None,4.0,4.326666355998896,499.6933437979969,None,499.6933437979969,None,499.6933437979969,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
65,Trial # 66,layer0-5_T4_to_T7.jpg,layer0-5/layer0-5_T4_to_T7.jpg,TT,layer0-5,0.0,65.0,65.0,65.0,,,,,,,,,504.2793801469961,None,1.0,2.401730301004136,504.2793801469961,None,504.2793801469961,None,504.2793801469961,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
66,Trial # 67,layer0-5_O2_to_O6.jpg,layer0-5/layer0-5_O2_to_O6.jpg,OO,layer0-5,0.0,66.0,66.0,66.0,,,,,,,,,506.9617541919943,None,1.0,2.7069152550029685,506.9617541919943,None,506.9617541919943,None,506.9617541919943,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
67,Trial # 68,layer9-17_O12_to_T3.jpg,layer9-17/layer9-17_O12_to_T3.jpg,OT,layer9-17,0.0,67.0,67.0,67.0,,,,,,,,,509.9464990599954,None,2.0,1.7053383910024422,509.9464990599954,None,509.9464990599954,None,509.9464990599954,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
68,Trial # 69,layer9-17_O7_to_O9.jpg,layer9-17/layer9-17_O7_to_O9.jpg,OO,layer9-17,0.0,68.0,68.0,68.0,,,,,,,,,511.81403158799367,None,4.0,11.715608938000514,511.81403158799367,None,511.81403158799367,None,511.81403158799367,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
69,Trial # 70,layer9-17_T1_to_T8.jpg,layer9-17/layer9-17_T1_to_T8.jpg,TT,layer9-17,0.0,69.0,69.0,69.0,,,,,,,,,523.7852536089995,None,4.0,1.829934768997191,523.7852536089995,None,523.7852536089995,None,523.7852536089995,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
70,Trial # 71,layer0-5_O3_to_T8.jpg,layer0-5/layer0-5_O3_to_T8.jpg,OT,layer0-5,0.0,70.0,70.0,70.0,,,,,,,,,525.9513435349945,None,1.0,5.4982190419978,525.9513435349945,None,525.9513435349945,None,525.9513435349945,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
71,Trial # 72,layer9-17_O9_to_T2.jpg,layer9-17/layer9-17_O9_to_T2.jpg,OT,layer9-17,0.0,71.0,71.0,71.0,,,,,,,,,532.0696616439964,None,2.0,13.547233199999027,532.0696616439964,None,532.0696616439964,None,532.0696616439964,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
72,Trial # 73,layer9-17_O5_to_O7.jpg,layer9-17/layer9-17_O5_to_O7.jpg,OO,layer9-17,0.0,72.0,72.0,72.0,,,,,,,,,546.7247520519959,None,2.0,5.735080185004335,546.7247520519959,None,546.7247520519959,None,546.7247520519959,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
73,Trial # 74,layer0-5_T11_to_T9.jpg,layer0-5/layer0-5_T11_to_T9.jpg,TT,layer0-5,0.0,73.0,73.0,73.0,,,,,,,,,552.9270309399944,None,1.0,3.9826865189970704,552.9270309399944,None,552.9270309399944,None,552.9270309399944,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
74,Trial # 75,layer0-5_O11_to_T12.jpg,layer0-5/layer0-5_O11_to_T12.jpg,OT,layer0-5,0.0,74.0,74.0,74.0,,,,,,,,,557.7626474719946,None,1.0,1.704116425004031,557.7626474719946,None,557.7626474719946,None,557.7626474719946,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
75,Trial # 76,layer9-17_T7_to_T9.jpg,layer9-17/layer9-17_T7_to_T9.jpg,TT,layer9-17,0.0,75.0,75.0,75.0,,,,,,,,,560.3470090849951,None,4.0,8.235221132003062,560.3470090849951,None,560.3470090849951,None,560.3470090849951,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
76,Trial # 77,layer6-8_O6_to_T2.jpg,layer6-8/layer6-8_O6_to_T2.jpg,OT,layer6-8,0.0,76.0,76.0,76.0,,,,,,,,,568.9324217049943,None,4.0,5.184175488997425,568.9324217049943,None,568.9324217049943,None,568.9324217049943,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
77,Trial # 78,layer9-17_T4_to_T5.jpg,layer9-17/layer9-17_T4_to_T5.jpg,TT,layer9-17,0.0,77.0,77.0,77.0,,,,,,,,,574.9501020509997,None,2.0,2.067590403996292,574.9501020509997,None,574.9501020509997,None,574.9501020509997,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
78,Trial # 79,layer0-5_T2_to_T4.jpg,layer0-5/layer0-5_T2_to_T4.jpg,TT,layer0-5,0.0,78.0,78.0,78.0,,,,,,,,,577.317941759,None,1.0,4.117230442003347,577.317941759,None,577.317941759,None,577.317941759,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
79,Trial # 80,layer0-5_T2_to_T8.jpg,layer0-5/layer0-5_T2_to_T8.jpg,TT,layer0-5,0.0,79.0,79.0,79.0,,,,,,,,,581.751837592994,None,1.0,2.6787595670029987,581.751837592994,None,581.751837592994,None,581.751837592994,None,1,2022_Jun_23_1319,Semantic-hierachy,2021.1.2,
