,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
0,,,,,,,,,,,,,,,,,65.92029157304205,None,68.3196785809705,None,108.04917262599338,None,space,3.1350802730303258,113.0378254710231,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,116.66777178295888,None,116.66777178295888,None,159.15266117895953,None,159.15266117895953,None,168.73823838005774,None,168.73823838005774,None,168.73823838005774,None,space,3.746631989022717,168.73823838005774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.73823838005774,None,172.50628797605168,None,174.80293251597325,None,174.80293251597325,None,174.80293251597325,None,5.0,24.977675731061023,174.80293251597325,None,174.80293251597325,None,4.0,53.44279312994331,199.310260029044,None,174.80293251597325,None,6.0,56.54998607595917,227.7863252849784,None,174.80293251597325,None,space,2.950663267984055,56.57459409616422,None,174.80293251597325,None,174.80293251597325,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.4379838589812,None,234.4379838589812,None,234.4379838589812,None,1.0,4.069896313012578,234.4379838589812,None,234.4379838589812,None,1.0,6.193680060910992,238.05536323797423,None,234.4379838589812,None,1.0,8.065664927009493,240.1892051199684,None,234.4379838589812,None,space,0.7804955310421064,8.101851118146442,None,234.4379838589812,None,234.4379838589812,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.4069285200676,None,243.4069285200676,None,243.4069285200676,None,4.0,9.825938040041365,243.4069285200676,None,243.4069285200676,None,3.0,10.899743560003117,252.76176113903057,None,243.4069285200676,None,7.0,15.072339408099651,253.86009051802105,None,243.4069285200676,None,space,1.5620632620994002,15.093492746003903,None,243.4069285200676,None,243.4069285200676,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.4985401979648,None,269.4985401979648,None,269.4985401979648,None,2.0,9.4766923020361,269.4985401979648,None,269.4985401979648,None,1.0,14.26707014197018,278.51769391901325,None,269.4985401979648,None,3.0,19.14029545406811,280.1176799000241,None,269.4985401979648,None,space,5.30581163498573,19.16636101459153,None,269.4985401979648,None,269.4985401979648,None,260.06171750300564,None,260.06171750300564,None,260.06171750300564,None,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0562885099789,None,294.0562885099789,None,294.0562885099789,None,3.0,5.034592584008351,294.0562885099789,None,294.0562885099789,None,2.0,10.375967033091,298.6403587630484,None,294.0562885099789,None,2.0,13.44969520100858,303.9922763920622,None,294.0562885099789,None,space,0.6009356449358165,13.482685270020738,None,294.0562885099789,None,294.0562885099789,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.1935049990425,None,308.1935049990425,None,308.1935049990425,None,1.0,2.305067364941351,308.1935049990425,None,308.1935049990425,None,1.0,3.4284502710215747,310.04466035496444,None,308.1935049990425,None,1.0,4.501016168040223,311.17784198501613,None,308.1935049990425,None,space,0.865476022940129,4.520065305870958,None,308.1935049990425,None,308.1935049990425,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.61573176900856,None,313.61573176900856,None,313.61573176900856,None,2.0,3.316847983049229,313.61573176900856,None,313.61573176900856,None,2.0,5.405496655032039,316.48090482107364,None,313.61573176900856,None,1.0,7.7131346999667585,317.7808398930356,None,313.61573176900856,None,space,0.6118079898878932,7.74348457925953,None,313.61573176900856,None,313.61573176900856,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.01533466100227,None,322.01533466100227,None,322.01533466100227,None,1.0,2.024390900041908,322.01533466100227,None,322.01533466100227,None,1.0,2.8804969339398667,323.58148368506227,None,322.01533466100227,None,1.0,3.651024906896055,324.448815213982,None,322.01533466100227,None,space,0.5664105350151658,3.675588527694345,None,322.01533466100227,None,322.01533466100227,None,,,,,,,,,1,2022_Apr_04_1537,SAR-soap,2021.1.2,59.61248879324388,
