,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
0,,,,,,,,,,,,,,,,,11.67700168202282,None,24.39655610200134,None,30.93264336301945,None,space,191.46458203700604,35.90144241199596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8598745909985,None,227.8598745909985,None,234.5279012300016,None,234.5279012300016,None,243.31399888099983,None,243.31399888099983,None,243.31399888099983,None,space,8.27601832000073,243.31399888099983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.31399888099983,None,251.61703462002333,None,253.967600908014,None,253.967600908014,None,253.967600908014,None,5.0,15.160848825995345,253.967600908014,None,253.967600908014,None,3.0,21.20267337100813,262.9041197860206,None,253.967600908014,None,6.0,23.942279087001225,274.7087683510035,None,253.967600908014,None,space,2.709741263010073,23.96277498014388,None,253.967600908014,None,253.967600908014,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.72692636199645,None,280.72692636199645,None,280.72692636199645,None,1.0,3.349619877000805,280.72692636199645,None,280.72692636199645,None,1.0,4.705992875009542,283.6276018730132,None,280.72692636199645,None,1.0,5.546781320008449,284.99513576499885,None,280.72692636199645,None,space,0.4346017729840241,5.574968076398363,None,280.72692636199645,None,280.72692636199645,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.84497120801825,None,286.84497120801825,None,286.84497120801825,None,3.0,3.7397579249809496,286.84497120801825,None,286.84497120801825,None,2.0,7.362626274989452,290.12961040702066,None,286.84497120801825,None,5.0,11.436790968000423,293.76352558500366,None,286.84497120801825,None,space,0.9273611179960426,11.458466376498109,None,286.84497120801825,None,286.84497120801825,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.734461013024,None,308.734461013024,None,308.734461013024,None,1.0,3.316320682992228,308.734461013024,None,308.734461013024,None,1.0,4.271922032989096,311.6035869590123,None,308.734461013024,None,1.0,8.045787899987772,312.5693264210131,None,308.734461013024,None,space,0.8295169060002081,8.077155237435363,None,308.734461013024,None,308.734461013024,None,299.23185505199945,None,299.23185505199945,None,299.23185505199945,None,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.6882683960139,None,317.6882683960139,None,317.6882683960139,None,2.0,4.859574612986762,317.6882683960139,None,317.6882683960139,None,2.0,8.584027328004595,322.0892082680075,None,317.6882683960139,None,3.0,10.356887471018126,325.82362110100803,None,317.6882683960139,None,space,0.2644458590075373,10.379926710680593,None,317.6882683960139,None,317.6882683960139,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.3572219310154,None,328.3572219310154,None,328.3572219310154,None,1.0,2.210314833006123,328.3572219310154,None,328.3572219310154,None,1.0,2.9656769639987037,330.1089472680178,None,328.3572219310154,None,1.0,3.7377197339956174,330.87632069402025,None,328.3572219310154,None,space,0.1812978489906527,3.761442102782894,None,328.3572219310154,None,328.3572219310154,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.35966420700424,None,332.35966420700424,None,332.35966420700424,None,2.0,3.991917457984528,332.35966420700424,None,332.35966420700424,None,2.0,6.080875326995738,335.89468581799883,None,332.35966420700424,None,2.0,7.920623290992808,337.9947365180124,None,332.35966420700424,None,space,0.138249428011477,7.943205175717594,None,332.35966420700424,None,332.35966420700424,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.49555756000336,None,340.49555756000336,None,340.49555756000336,None,1.0,1.8422717089997604,340.49555756000336,None,340.49555756000336,None,1.0,2.664796683995519,341.8789102380106,None,340.49555756000336,None,1.0,3.670568167988677,342.7119655900169,None,340.49555756000336,None,space,0.2069573159969877,3.69327850380796,None,340.49555756000336,None,340.49555756000336,None,,,,,,,,,1,2022_Mar_25_1047,SAR-soap,2021.1.2,60.04389544147644,
