,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,Unnamed: 94
0,,,,,,,,,,,,,,,,,25.907119708135724,None,61.78932175412774,None,78.50780128408223,None,space,3.8956857826560736,83.475760971196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,87.86404029745609,None,87.86404029745609,None,93.4789798092097,None,93.4789798092097,None,102.38524012546986,None,102.38524012546986,None,102.38524012546986,None,space,2.930240117944777,102.38524012546986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.38524012546986,None,105.33694508951156,None,107.88205686956644,None,107.88205686956644,None,107.88205686956644,None,6.0,80.44066166784614,107.88205686956644,None,107.88205686956644,None,4.0,86.48105657100677,187.85748114343733,None,107.88205686956644,None,2.0,87.58862870652229,193.90968963410705,None,107.88205686956644,None,space,-17.389198650605977,87.6222201064229,None,107.88205686956644,None,107.88205686956644,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.57582978438583,None,195.57582978438583,None,195.57582978438583,None,2.0,33.790836098603904,195.57582978438583,None,195.57582978438583,None,1.0,39.69839384127408,228.9208734119311,None,195.57582978438583,None,2.0,42.90411095693708,234.83892313856632,None,195.57582978438583,None,space,1.5172663778066635,42.93337872810662,None,195.57582978438583,None,195.57582978438583,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.15733351372185,None,240.15733351372185,None,240.15733351372185,None,5.0,8.427879662252963,240.15733351372185,None,240.15733351372185,None,4.0,14.202832211740317,248.126335175708,None,240.15733351372185,None,3.0,20.043512498028576,253.9111604038626,None,240.15733351372185,None,space,7.995244357734919,16.266141762025654,None,240.15733351372185,None,240.15733351372185,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.7816828126088,None,266.7816828126088,None,266.7816828126088,None,3.0,26.72140073589981,266.7816828126088,None,266.7816828126088,None,5.0,33.013973377645016,287.5044459691271,None,266.7816828126088,None,6.0,36.986427549272776,299.3592487545684,None,266.7816828126088,None,space,1.2933029048144815,37.015693644061685,None,266.7816828126088,None,266.7816828126088,None,264.414208561182,None,264.414208561182,None,264.414208561182,None,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.16087675560266,None,305.16087675560266,None,305.16087675560266,None,4.0,17.68185377959162,305.16087675560266,None,305.16087675560266,None,2.0,18.38698355201632,312.21236294694245,None,305.16087675560266,None,4.0,24.928455795161423,323.09891865681857,None,305.16087675560266,None,space,0.9213801799342036,24.95276925619692,None,305.16087675560266,None,305.16087675560266,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.08423361647874,None,331.08423361647874,None,331.08423361647874,None,4.0,3.8211137503385535,331.08423361647874,None,331.08423361647874,None,1.0,9.996244466863573,334.4531709207222,None,331.08423361647874,None,3.0,22.67047626338899,340.63763471413404,None,331.08423361647874,None,space,0.4163694838061929,22.704905026592314,None,331.08423361647874,None,331.08423361647874,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.2591894650832,None,354.2591894650832,None,354.2591894650832,None,2.0,11.156046057119966,354.2591894650832,None,354.2591894650832,None,5.0,15.030829300172629,364.96327987127006,None,354.2591894650832,None,4.0,26.30513621214777,368.84758500847965,None,354.2591894650832,None,space,0.1917954422533512,26.339117277413607,None,354.2591894650832,None,354.2591894650832,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.8499220618978,None,380.8499220618978,None,380.8499220618978,None,1.0,14.123544278554618,380.8499220618978,None,380.8499220618978,None,3.0,18.597169612534344,393.0373406279832,None,380.8499220618978,None,2.0,44.20968134328723,399.0066350130364,None,380.8499220618978,None,space,1.5817925725132227,44.244628983549774,None,380.8499220618978,None,380.8499220618978,None,,,,,,,,,1,2022_May_27_0938,SAR-soap,2021.1.2,
