,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,Unnamed: 94
0,,,,,,,,,,,,,,,,,12.193352047819644,None,16.917321017943323,None,24.118603135924783,None,space,25.2102473359555,29.08674827986397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,54.79470919794403,None,54.79470919794403,None,67.31633524689823,None,67.31633524689823,None,76.45236751087941,None,76.45236751087941,None,76.45236751087941,None,space,25.30855935602449,76.45236751087941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.45236751087941,None,101.79374992800876,None,105.16048682597466,None,105.16048682597466,None,105.16048682597466,None,3.0,23.52884409204125,105.16048682597466,None,105.16048682597466,None,4.0,31.955174803966656,128.21751345088705,None,105.16048682597466,None,6.0,34.29343828302808,136.65346362791024,None,105.16048682597466,None,space,2.9027071110904217,34.3130191185046,None,105.16048682597466,None,105.16048682597466,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4726379190106,None,142.4726379190106,None,142.4726379190106,None,1.0,5.025063174078241,142.4726379190106,None,142.4726379190106,None,1.0,6.247232964960858,147.04044194100425,None,142.4726379190106,None,1.0,7.319871701998636,148.27440902381204,None,142.4726379190106,None,space,1.4290895001031458,7.341861243825406,None,142.4726379190106,None,142.4726379190106,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.32471069088206,None,151.32471069088206,None,151.32471069088206,None,4.0,6.722524149110541,151.32471069088206,None,151.32471069088206,None,3.0,10.04511323501356,157.59349385695532,None,151.32471069088206,None,6.0,17.01889805891551,160.9274635189213,None,151.32471069088206,None,space,0.5051573170349002,17.0542404523585,None,151.32471069088206,None,151.32471069088206,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.73330393992364,None,180.73330393992364,None,180.73330393992364,None,2.0,6.698306903010234,180.73330393992364,None,180.73330393992364,None,2.0,9.320936992997304,186.9867705639917,None,180.73330393992364,None,3.0,14.427965081995351,189.6197201318573,None,180.73330393992364,None,space,1.0161050781607628,14.45565150422044,None,180.73330393992364,None,180.73330393992364,None,168.8974357820116,None,168.8974357820116,None,168.8974357820116,None,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.255354027031,None,196.255354027031,None,196.255354027031,None,2.0,4.207719904137775,196.255354027031,None,196.255354027031,None,1.0,5.797754751052707,200.0064648690168,None,196.255354027031,None,4.0,7.53759615519084,201.60776139586235,None,196.255354027031,None,space,1.093190175015479,7.558180389925837,None,196.255354027031,None,196.255354027031,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.94108360703103,None,204.94108360703103,None,204.94108360703103,None,1.0,2.691377582028508,204.94108360703103,None,204.94108360703103,None,1.0,4.097649627132341,207.1766672998201,None,204.94108360703103,None,1.0,5.036757468013093,208.5932873620186,None,204.94108360703103,None,space,1.0205442421138289,5.056580293690786,None,204.94108360703103,None,204.94108360703103,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0592677609529,None,211.0592677609529,None,211.0592677609529,None,2.0,6.2251933282241225,211.0592677609529,None,211.0592677609529,None,1.0,7.648735780967399,216.8287435988896,None,211.0592677609529,None,3.0,9.253238749923185,218.26241229195148,None,211.0592677609529,None,space,0.3717122110538184,9.274600471602753,None,211.0592677609529,None,211.0592677609529,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7629184848629,None,220.7629184848629,None,220.7629184848629,None,1.0,2.542962421895936,220.7629184848629,None,220.7629184848629,None,1.0,3.249353707069531,222.84726807498373,None,220.7629184848629,None,1.0,4.1544282380491495,223.56360438489355,None,220.7629184848629,None,space,0.977619067998603,4.177727625472471,None,220.7629184848629,None,220.7629184848629,None,,,,,,,,,1,2022_Apr_08_1211,SAR-soap,2021.1.2,
