,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
0,,,,,,,,,,,,,,,,,23.174346068000887,None,83.51864719798323,None,200.25523522001455,None,space,2.973015187017154,205.22362708701985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,208.69060542597435,None,208.69060542597435,None,242.4679477820173,None,242.4679477820173,None,255.35639886697757,None,255.35639886697757,None,255.35639886697757,None,space,11.70415275800042,255.35639886697757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.35639886697757,None,267.091847150994,None,270.65663814300206,None,270.65663814300206,None,270.65663814300206,None,6.0,30.272499820042867,270.65663814300206,None,270.65663814300206,None,6.0,75.10833905398613,300.46474376897095,None,270.65663814300206,None,3.0,143.46734364394797,345.3122810400091,None,270.65663814300206,None,space,1.4679203410050832,143.4961426242371,None,270.65663814300206,None,270.65663814300206,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.7012020089896,None,415.7012020089896,None,415.7012020089896,None,2.0,20.650524110009428,415.7012020089896,None,415.7012020089896,None,1.0,19.253933284955565,421.6024559609941,None,415.7012020089896,None,1.0,27.596068552986253,434.5058190409909,None,415.7012020089896,None,space,0.4838222020189278,27.621743960597087,None,415.7012020089896,None,415.7012020089896,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.95851386297727,None,443.95851386297727,None,443.95851386297727,None,6.0,26.43347026500851,443.95851386297727,None,443.95851386297727,None,4.0,25.904110400995705,451.6462885159999,None,443.95851386297727,None,3.0,42.41602482798044,458.34715253999457,None,443.95851386297727,None,space,1.234508792986162,42.43826745444676,None,443.95851386297727,None,443.95851386297727,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.89138063497376,None,492.89138063497376,None,492.89138063497376,None,2.0,10.633752409019507,492.89138063497376,None,492.89138063497376,None,2.0,32.8467680690228,503.0771046829759,None,492.89138063497376,None,1.0,34.718147220031824,525.3011116139824,None,492.89138063497376,None,space,1.0054483959684148,34.747712199401576,None,492.89138063497376,None,492.89138063497376,None,487.6559115750133,None,487.6559115750133,None,487.6559115750133,None,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.7345351559925,None,528.7345351559925,None,528.7345351559925,None,5.0,26.21723115601344,528.7345351559925,None,528.7345351559925,None,3.0,28.557232172985096,550.8102632439695,None,528.7345351559925,None,3.0,31.16202389600221,556.843908453011,None,528.7345351559925,None,space,1.8411206590244549,31.186611401382837,None,528.7345351559925,None,528.7345351559925,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.8285827100044,None,561.8285827100044,None,561.8285827100044,None,3.0,9.94078513799468,561.8285827100044,None,561.8285827100044,None,2.0,9.113346367958002,568.3648863820126,None,561.8285827100044,None,2.0,24.48832785297418,570.4993786300183,None,561.8285827100044,None,space,14.299279046012089,11.737635665864218,None,561.8285827100044,None,561.8285827100044,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.9037877069786,None,587.9037877069786,None,587.9037877069786,None,5.0,5.230160444974899,587.9037877069786,None,587.9037877069786,None,2.0,7.23527910397388,592.2382804289809,None,587.9037877069786,None,2.0,9.37516327900812,594.2719618519768,None,587.9037877069786,None,space,3.870264698984101,9.402645366732033,None,587.9037877069786,None,587.9037877069786,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.2245428879978,None,601.2245428879978,None,601.2245428879978,None,2.0,3.978974227036815,601.2245428879978,None,601.2245428879978,None,2.0,12.969480250030756,604.758818466973,None,601.2245428879978,None,2.0,15.975941518961918,612.8945347539848,None,601.2245428879978,None,space,2.115137127984781,16.003505411208607,None,601.2245428879978,None,601.2245428879978,None,,,,,,,,,1,2022_Mar_29_1240,SAR-soap,2021.1.2,60.0307664912876,
