,Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 94
0,,,,,,,,,,,,,,,,,33.469060664996505,None,36.06954001891427,None,59.64308533794247,None,space,53.68691904190928,64.6117879759986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,118.81156540708616,None,118.81156540708616,None,133.61738697998226,None,133.61738697998226,None,146.6361234819051,None,146.6361234819051,None,146.6361234819051,None,space,38.550588398939,146.6361234819051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
2,Demo 1,demo/Demo_IMG_0974.jpg,demo,Demo_IMG_0974.jpg,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.6361234819051,None,185.2198378450703,None,189.51677680690773,None,189.51677680690773,None,189.51677680690773,None,7.0,12.73883140203543,189.51677680690773,None,189.51677680690773,None,6.0,17.463439642218873,201.78737759497017,None,189.51677680690773,None,5.0,21.036783766932786,206.5224769229535,None,189.51677680690773,None,space,2.041588433086872,21.05937800440006,None,189.51677680690773,None,189.51677680690773,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
3,Demo 2,demo/Demo_IMG_1024.jpg,demo,Demo_IMG_1024.jpg,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.70790488505736,None,212.70790488505736,None,212.70790488505736,None,1.0,3.0036451250780374,212.70790488505736,None,212.70790488505736,None,1.0,4.1260118540376425,215.2583751711063,None,212.70790488505736,None,1.0,5.099239092087373,216.39161361008885,None,212.70790488505736,None,space,1.0051263740751892,5.117860332131386,None,212.70790488505736,None,212.70790488505736,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
4,Demo 3,demo/Demo_seed_80003.png,demo,Demo_seed_80003.png,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.94280727789737,None,218.94280727789737,None,218.94280727789737,None,7.0,8.889280708972365,218.94280727789737,None,218.94280727789737,None,6.0,9.794905190123243,224.6454899390228,None,218.94280727789737,None,6.0,12.599493627203628,228.29609143198468,None,218.94280727789737,None,space,0.8992265521083027,12.63512116461061,None,218.94280727789737,None,218.94280727789737,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
5,Trial # 1,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0022.jpg,1,Group1_IMG_0022.jpg,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.6183714880608,None,249.6183714880608,None,249.6183714880608,None,2.0,4.465076508000493,249.6183714880608,None,249.6183714880608,None,1.0,8.770817958051339,252.75437552202493,None,249.6183714880608,None,2.0,10.709171809954569,257.955865788972,None,249.6183714880608,None,space,0.7955055830534548,10.73719935771078,None,249.6183714880608,None,249.6183714880608,None,232.46363540110175,None,232.46363540110175,None,232.46363540110175,None,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
6,Trial # 2,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0386.jpg,0,encoded_Group2_IMG_0386.jpg,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.1892129450571,None,261.1892129450571,None,261.1892129450571,None,1.0,5.725108640035614,261.1892129450571,None,261.1892129450571,None,1.0,10.84987364592962,266.4571511000395,None,261.1892129450571,None,1.0,13.85642589093186,271.59174393699504,None,261.1892129450571,None,space,0.6587407388724387,13.87899985583499,None,261.1892129450571,None,261.1892129450571,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
7,Trial # 3,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9704.jpg,1,Group1_IMG_9704.jpg,,,,,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.7600851689931,None,275.7600851689931,None,275.7600851689931,None,1.0,2.1239744098857045,275.7600851689931,None,275.7600851689931,None,1.0,2.947533993050456,277.42805328103714,None,275.7600851689931,None,1.0,3.718342100037262,278.26125823007897,None,275.7600851689931,None,space,0.4559993632137775,3.739170316839591,None,275.7600851689931,None,275.7600851689931,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
8,Trial # 4,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0406.jpg,1,Group1_IMG_0406.jpg,,,,,0.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.9949166090228,None,279.9949166090228,None,279.9949166090228,None,4.0,25.49803162110038,279.9949166090228,None,279.9949166090228,None,1.0,16.50131814694032,285.079841098981,None,279.9949166090228,None,1.0,17.37274491903372,296.05019350210205,None,279.9949166090228,None,space,10.527723500970753,17.39404239365831,None,279.9949166090228,None,279.9949166090228,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
9,Trial # 5,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0364.jpg,0,encoded_Group2_IMG_0364.jpg,,,,,0.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.9541008360684,None,307.9541008360684,None,307.9541008360684,None,1.0,9.928473610896615,307.9541008360684,None,307.9541008360684,None,1.0,11.117666742997244,317.4245730880648,None,307.9541008360684,None,1.0,12.05533999716863,318.623864301946,None,307.9541008360684,None,space,0.1984050339087844,12.079378914786504,None,307.9541008360684,None,307.9541008360684,None,,,,,,,,,1,2022_Apr_12_1149,SAR-soap,2021.1.2,60.009636433369245,
