,Trial_num,image_name,image_path,pair_type,layers,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,block2.thisRepN,block2.thisTrialN,block2.thisN,block2.thisIndex,block3.thisRepN,block3.thisTrialN,block3.thisN,block3.thisIndex,image_8.started,image_8.stopped,selected_semantic.response,selected_semantic.rt,selected_semantic.started,selected_semantic.stopped,Instruction.started,Instruction.stopped,Trial_number.started,Trial_number.stopped,session,date,expName,psychopyVersion,frameRate,Unnamed: 33
0,Trial # 1,layer0-5_O2_to_T1.jpg,layer0-5/layer0-5_O2_to_T1.jpg,OT,layer0-5,0.0,0.0,0.0,0.0,,,,,,,,,279.97386336606,None,1.0,145.91243552789092,279.97386336606,None,279.97386336606,None,279.97386336606,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
1,Trial # 2,layer0-5_O11_to_T7.jpg,layer0-5/layer0-5_O11_to_T7.jpg,OT,layer0-5,0.0,1.0,1.0,1.0,,,,,,,,,426.7033883999102,None,1.0,34.16515189805068,426.7033883999102,None,426.7033883999102,None,426.7033883999102,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
2,Trial # 3,layer6-8_O3_to_O5.jpg,layer6-8/layer6-8_O3_to_O5.jpg,OO,layer6-8,0.0,2.0,2.0,2.0,,,,,,,,,461.4637420868967,None,4.0,5.868250079918653,461.4637420868967,None,461.4637420868967,None,461.4637420868967,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
3,Trial # 4,layer6-8_O11_to_O4.jpg,layer6-8/layer6-8_O11_to_O4.jpg,OO,layer6-8,0.0,3.0,3.0,3.0,,,,,,,,,468.03193584107794,None,2.0,16.093580421991646,468.03193584107794,None,468.03193584107794,None,468.03193584107794,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
4,Trial # 5,layer6-8_O8_to_T8.jpg,layer6-8/layer6-8_O8_to_T8.jpg,OT,layer6-8,0.0,4.0,4.0,4.0,,,,,,,,,484.4199738809839,None,2.0,13.925698888022453,484.4199738809839,None,484.4199738809839,None,484.4199738809839,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
5,Trial # 6,layer0-5_O11_to_O8.jpg,layer0-5/layer0-5_O11_to_O8.jpg,OO,layer0-5,0.0,5.0,5.0,5.0,,,,,,,,,501.826545967022,None,1.0,5.434370839037001,501.826545967022,None,501.826545967022,None,501.826545967022,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
6,Trial # 7,layer0-5_T10_to_T11.jpg,layer0-5/layer0-5_T10_to_T11.jpg,TT,layer0-5,0.0,6.0,6.0,6.0,,,,,,,,,507.9605994420126,None,1.0,8.9631107209716,507.9605994420126,None,507.9605994420126,None,507.9605994420126,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
7,Trial # 8,layer9-17_O6_to_O9.jpg,layer9-17/layer9-17_O6_to_O9.jpg,OO,layer9-17,0.0,7.0,7.0,7.0,,,,,,,,,517.3810793820303,None,2.0,4.171047192998231,517.3810793820303,None,517.3810793820303,None,517.3810793820303,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
8,Trial # 9,layer6-8_O12_to_O9.jpg,layer6-8/layer6-8_O12_to_O9.jpg,OO,layer6-8,0.0,8.0,8.0,8.0,,,,,,,,,523.1985913610552,None,4.0,12.944046857999638,523.1985913610552,None,523.1985913610552,None,523.1985913610552,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
9,Trial # 10,layer0-5_O10_to_T2.jpg,layer0-5/layer0-5_O10_to_T2.jpg,OT,layer0-5,0.0,9.0,9.0,9.0,,,,,,,,,537.1869538829196,None,1.0,17.98008403601125,537.1869538829196,None,537.1869538829196,None,537.1869538829196,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
10,Trial # 11,layer9-17_T10_to_T2.jpg,layer9-17/layer9-17_T10_to_T2.jpg,TT,layer9-17,0.0,10.0,10.0,10.0,,,,,,,,,556.8433175371028,None,4.0,41.43501435709186,556.8433175371028,None,556.8433175371028,None,556.8433175371028,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
11,Trial # 12,layer6-8_T6_to_T7.jpg,layer6-8/layer6-8_T6_to_T7.jpg,TT,layer6-8,0.0,11.0,11.0,11.0,,,,,,,,,598.638514589984,None,4.0,10.227542153093964,598.638514589984,None,598.638514589984,None,598.638514589984,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
12,Trial # 13,layer9-17_O10_to_T2.jpg,layer9-17/layer9-17_O10_to_T2.jpg,OT,layer9-17,0.0,12.0,12.0,12.0,,,,,,,,,609.342400866095,None,2.0,2.65612348401919,609.342400866095,None,609.342400866095,None,609.342400866095,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
13,Trial # 14,layer6-8_T4_to_T7.jpg,layer6-8/layer6-8_T4_to_T7.jpg,TT,layer6-8,0.0,13.0,13.0,13.0,,,,,,,,,612.4107654099353,None,4.0,9.740322564961389,612.4107654099353,None,612.4107654099353,None,612.4107654099353,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
14,Trial # 15,layer9-17_O8_to_T2.jpg,layer9-17/layer9-17_O8_to_T2.jpg,OT,layer9-17,0.0,14.0,14.0,14.0,,,,,,,,,632.6489107420202,None,2.0,2.106029991991818,632.6489107420202,None,632.6489107420202,None,632.6489107420202,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
15,Trial # 16,layer0-5_T6_to_T9.jpg,layer0-5/layer0-5_T6_to_T9.jpg,TT,layer0-5,0.0,15.0,15.0,15.0,,,,,,,,,635.1661461410113,None,1.0,2.696288075996563,635.1661461410113,None,635.1661461410113,None,635.1661461410113,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
16,Trial # 17,layer0-5_O11_to_O12.jpg,layer0-5/layer0-5_O11_to_O12.jpg,OO,layer0-5,0.0,16.0,16.0,16.0,,,,,,,,,638.7508823610842,None,1.0,7.311097961151972,638.7508823610842,None,638.7508823610842,None,638.7508823610842,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
17,Trial # 18,layer0-5_T11_to_T5.jpg,layer0-5/layer0-5_T11_to_T5.jpg,TT,layer0-5,0.0,17.0,17.0,17.0,,,,,,,,,646.5712719429284,None,1.0,4.976463436847553,646.5712719429284,None,646.5712719429284,None,646.5712719429284,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
18,Trial # 19,layer0-5_O6_to_T12.jpg,layer0-5/layer0-5_O6_to_T12.jpg,OT,layer0-5,0.0,18.0,18.0,18.0,,,,,,,,,652.289456439903,None,1.0,6.9173946171067655,652.289456439903,None,652.289456439903,None,652.289456439903,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
19,Trial # 20,layer6-8_T6_to_T8.jpg,layer6-8/layer6-8_T6_to_T8.jpg,TT,layer6-8,0.0,19.0,19.0,19.0,,,,,,,,,659.707328686025,None,3.0,17.875606884015724,659.707328686025,None,659.707328686025,None,659.707328686025,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
20,Trial # 21,layer9-17_T2_to_T5.jpg,layer9-17/layer9-17_T2_to_T5.jpg,TT,layer9-17,0.0,20.0,20.0,20.0,,,,,,,,,684.9491999580059,None,2.0,2.059694289928302,684.9491999580059,None,684.9491999580059,None,684.9491999580059,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
21,Trial # 22,layer6-8_O2_to_O6.jpg,layer6-8/layer6-8_O2_to_O6.jpg,OO,layer6-8,0.0,21.0,21.0,21.0,,,,,,,,,687.6004631030373,None,3.0,3.8738229998853058,687.6004631030373,None,687.6004631030373,None,687.6004631030373,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
22,Trial # 23,layer9-17_O3_to_T12.jpg,layer9-17/layer9-17_O3_to_T12.jpg,OT,layer9-17,0.0,22.0,22.0,22.0,,,,,,,,,692.1011303900741,None,2.0,1.853825516998768,692.1011303900741,None,692.1011303900741,None,692.1011303900741,None,1,2022_Jul_11_1153,Semantic-hierachy,2021.1.2,59.9023854813632,
