Trial_num,image_path,ground_truth,image_name,demos.thisRepN,demos.thisTrialN,demos.thisN,demos.thisIndex,block_1.thisRepN,block_1.thisTrialN,block_1.thisN,block_1.thisIndex,block_2.thisRepN,block_2.thisTrialN,block_2.thisN,block_2.thisIndex,text_3.started,text_3.stopped,Task.started,Task.stopped,text_10.started,text_10.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_2.started,image_2.stopped,text_5.started,text_5.stopped,image_3.started,image_3.stopped,text_6.started,text_6.stopped,translucency.started,translucency.stopped,see_throughness.started,see_throughness.stopped,glow.started,glow.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,instruction.started,instruction.stopped,text_12.started,text_12.stopped,Trial_number.started,Trial_number.stopped,image.started,image.stopped,Instruction.started,Instruction.stopped,translucency_score.response,translucency_score.rt,translucency_score.started,translucency_score.stopped,Translucency.started,Translucency.stopped,seethroughness_score.response,seethroughness_score.rt,seethroughness_score.started,seethroughness_score.stopped,SeeThroughness.started,SeeThroughness.stopped,glow_score.response,glow_score.rt,glow_score.started,glow_score.stopped,Glow.started,Glow.stopped,to_next.keys,to_next.rt,to_next.started,to_next.stopped,grading_label_left.started,grading_label_left.stopped,grading_label_right.started,grading_label_right.stopped,instruct1.started,instruct1.stopped,instruct2.started,instruct2.stopped,text_4.started,text_4.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
Trial # 119,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0469.jpg,1,Group1_IMG_0469.jpg,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1752119,None,394.1752119,None,394.1752119,None,1,1.130206909,394.1752119,None,394.1752119,None,1,1.487339437,394.8595857,None,394.1752119,None,1,1.858629756,395.2258223,None,394.1752119,None,space,0.172528937,1.887480742,None,394.1752119,None,394.1752119,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 120,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0100.jpg,0,encoded_Group2_IMG_0100.jpg,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2762451,None,396.2762451,None,396.2762451,None,2,0.754395593,396.2762451,None,396.2762451,None,2,1.110734067,396.5928212,None,396.2762451,None,1,1.815621265,396.9591336,None,396.2762451,None,space,0.161824416,1.850826919,None,396.2762451,None,396.2762451,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 121,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_5359.jpg,1,Group1_IMG_5359.jpg,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.3260619,None,398.3260619,None,398.3260619,None,2,0.696021776,398.3260619,None,398.3260619,None,1,1.052034509,398.5769351,None,398.3260619,None,2,1.490078134,398.9427725,None,398.3260619,None,space,0.205822577,1.516025505,None,398.3260619,None,398.3260619,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 122,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0304.jpg,0,encoded_Group2_IMG_0304.jpg,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.093869,None,400.093869,None,400.093869,None,3,0.712864377,400.093869,None,400.093869,None,2,1.103138385,400.360884,None,400.093869,None,2,1.441708189,400.7607506,None,400.093869,None,space,0.190767025,1.469014106,None,400.093869,None,400.093869,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 123,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0306.jpg,1,Group1_IMG_0306.jpg,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.9438284,None,401.9438284,None,401.9438284,None,4,0.77284628,401.9438284,None,401.9438284,None,3,1.12895657,402.2614449,None,401.9438284,None,3,1.500519614,402.6281473,None,401.9438284,None,space,0.219528398,1.52125878,None,401.9438284,None,401.9438284,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 124,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0224.jpg,1,Group1_IMG_0224.jpg,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.7277876,None,403.7277876,None,403.7277876,None,3,0.73117866,403.7277876,None,403.7277876,None,2,1.553054822,404.0122324,None,403.7277876,None,2,1.9598509,404.8445176,None,403.7277876,None,space,0.111779821,1.988694184,None,403.7277876,None,403.7277876,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 125,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9889.jpg,1,Group1_IMG_9889.jpg,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.8787685,None,405.8787685,None,405.8787685,None,1,0.745914262,405.8787685,None,405.8787685,None,1,1.234444475,406.1790655,None,405.8787685,None,1,1.639025694,406.679184,None,405.8787685,None,space,0.102137595,1.666634001,None,405.8787685,None,405.8787685,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 126,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0293.jpg,1,Group1_IMG_0293.jpg,,,,,0,125,125,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.7130631,None,407.7130631,None,407.7130631,None,1,0.848358423,407.7130631,None,407.7130631,None,1,1.203586918,408.1124968,None,407.7130631,None,1,1.576332225,408.4789845,None,407.7130631,None,space,0.199097287,1.606607118,None,407.7130631,None,407.7130631,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 127,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0321.jpg,0,encoded_Group2_IMG_0321.jpg,,,,,0,126,126,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.5463315,None,409.5463315,None,409.5463315,None,2,0.834951125,409.5463315,None,409.5463315,None,1,1.526348194,409.9300172,None,409.5463315,None,1,1.865531138,410.6304672,None,409.5463315,None,space,0.176952876,1.897936842,None,409.5463315,None,409.5463315,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 128,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0400.jpg,0,encoded_Group2_IMG_0400.jpg,,,,,0,127,127,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.6471849,None,411.6471849,None,411.6471849,None,3,0.71187171,411.6471849,None,411.6471849,None,2,1.350497294,411.9147383,None,411.6471849,None,2,1.722823115,412.5640837,None,411.6471849,None,space,0.226507434,1.748831691,None,411.6471849,None,411.6471849,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 129,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0443.jpg,0,encoded_Group2_IMG_0443.jpg,,,,,0,128,128,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.6647285,None,413.6647285,None,413.6647285,None,4,0.704961049,413.6647285,None,413.6647285,None,3,1.059391323,413.9145661,None,413.6647285,None,2,1.732057485,414.2817173,None,413.6647285,None,space,0.161682401,1.751805746,None,413.6647285,None,413.6647285,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 130,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0542.jpg,0,encoded_Group2_IMG_0542.jpg,,,,,0,129,129,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.5987229,None,415.5987229,None,415.5987229,None,1,0.66240199,415.5987229,None,415.5987229,None,1,1.251877011,415.8160512,None,415.5987229,None,1,1.656784742,416.4151831,None,415.5987229,None,space,0.141807021,1.68338303,None,415.5987229,None,415.5987229,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 131,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0885.jpg,1,Group1_IMG_0885.jpg,,,,,0,130,130,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.5328198,None,417.5328198,None,417.5328198,None,5,0.903105364,417.5328198,None,417.5328198,None,3,1.724854813,417.9836531,None,417.5328198,None,5,2.130913641,418.8165391,None,417.5328198,None,space,0.173732349,2.165097707,None,417.5328198,None,417.5328198,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 132,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0375.jpg,1,Group1_IMG_0375.jpg,,,,,0,131,131,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.91587,None,419.91587,None,419.91587,None,1,0.893493488,419.91587,None,419.91587,None,1,1.516324413,420.3512279,None,419.91587,None,1,1.986365473,420.983301,None,419.91587,None,space,0.195258485,2.010720746,None,419.91587,None,419.91587,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 133,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_7351.jpg,0,encoded_Group2_IMG_7351.jpg,,,,,0,132,132,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.1338775,None,422.1338775,None,422.1338775,None,3,0.711626027,422.1338775,None,422.1338775,None,1,1.067877461,422.4009702,None,422.1338775,None,4,1.738369502,422.7672469,None,422.1338775,None,space,0.052087791,1.764767314,None,422.1338775,None,422.1338775,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 134,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0416.jpg,0,encoded_Group2_IMG_0416.jpg,,,,,0,133,133,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0005316,None,424.0005316,None,424.0005316,None,3,1.098804346,424.0005316,None,424.0005316,None,2,1.554708527,424.6513441,None,424.0005316,None,1,1.893891653,425.1191271,None,424.0005316,None,space,0.105753573,1.923393008,None,424.0005316,None,424.0005316,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 135,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0139.jpg,0,encoded_Group2_IMG_0139.jpg,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.085462,None,426.085462,None,426.085462,None,1,0.811668097,426.085462,None,426.085462,None,1,1.13314307,426.4361733,None,426.085462,None,1,1.505105194,426.7689221,None,426.085462,None,space,0.142642986,1.530975187,None,426.085462,None,426.085462,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 136,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9677.jpg,1,Group1_IMG_9677.jpg,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.8026347,None,427.8026347,None,427.8026347,None,1,0.775195634,427.8026347,None,427.8026347,None,1,1.097812558,428.1192275,None,427.8026347,None,1,1.569599829,428.452772,None,427.8026347,None,space,0.214359807,1.59370964,None,427.8026347,None,427.8026347,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 137,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_5982.jpg,0,encoded_Group2_IMG_5982.jpg,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.6356498,None,429.6356498,None,429.6356498,None,1,0.746131117,429.6356498,None,429.6356498,None,1,1.468978976,429.9366439,None,429.6356498,None,1,1.908132125,430.6707099,None,429.6356498,None,space,1.334651114,1.934697693,None,429.6356498,None,429.6356498,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 138,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1144.jpg,0,encoded_Group2_IMG_1144.jpg,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.9542583,None,432.9542583,None,432.9542583,None,4,1.36285914,432.9542583,None,432.9542583,None,2,1.850956367,433.8711369,None,432.9542583,None,3,2.724848538,434.3713057,None,432.9542583,None,space,0.342762073,2.752825862,None,432.9542583,None,432.9542583,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 139,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0315.jpg,0,encoded_Group2_IMG_0315.jpg,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0886554,None,436.0886554,None,436.0886554,None,1,0.811370145,436.0886554,None,436.0886554,None,1,1.53450536,436.4561344,None,436.0886554,None,1,2.071335222,437.1888357,None,436.0886554,None,space,0.099261056,2.099086078,None,436.0886554,None,436.0886554,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 140,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_130.jpg,1,Group1_IMG_130.jpg,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.338646,None,438.338646,None,438.338646,None,4,0.844943618,438.338646,None,438.338646,None,4,1.467325804,438.7228,None,438.338646,None,2,2.239520777,439.3562143,None,438.338646,None,space,0.346602663,2.266579584,None,438.338646,None,438.338646,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 141,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0024.jpg,1,Group1_IMG_0024.jpg,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.9906395,None,440.9906395,None,440.9906395,None,3,0.890131229,440.9906395,None,440.9906395,None,1,1.280329158,441.4237951,None,440.9906395,None,3,1.686299026,441.8232543,None,440.9906395,None,space,0.150546257,1.706436992,None,440.9906395,None,440.9906395,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 142,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_5012.jpg,0,encoded_Group2_IMG_5012.jpg,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8904578,None,442.8904578,None,442.8904578,None,2,0.76639015,442.8904578,None,442.8904578,None,1,1.121931102,443.206909,None,442.8904578,None,2,1.69380215,443.5742437,None,442.8904578,None,space,0.145689101,1.725783054,None,442.8904578,None,442.8904578,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 143,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0209.jpg,0,encoded_Group2_IMG_0209.jpg,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.7910081,None,444.7910081,None,444.7910081,None,1,0.847232564,444.7910081,None,444.7910081,None,1,1.236416093,445.1923036,None,444.7910081,None,1,1.57541855,445.5913835,None,444.7910081,None,space,0.112238727,1.601914146,None,444.7910081,None,444.7910081,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 144,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0373.jpg,1,Group1_IMG_0373.jpg,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.558731,None,446.558731,None,446.558731,None,1,1.179286768,446.558731,None,446.558731,None,1,1.535288942,447.2924595,None,446.558731,None,1,1.873079397,447.6591344,None,446.558731,None,space,0.158027232,1.899106064,None,446.558731,None,446.558731,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 145,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_5899.jpg,1,Group1_IMG_5899.jpg,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.6588022,None,448.6588022,None,448.6588022,None,1,1.100341565,448.6588022,None,448.6588022,None,1,1.488892093,449.3087384,None,448.6588022,None,1,1.829163861,449.7089872,None,448.6588022,None,space,0.148124342,1.859200671,None,448.6588022,None,448.6588022,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 146,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0162.jpg,1,Group1_IMG_0162.jpg,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.7100404,None,450.7100404,None,450.7100404,None,4,0.731102095,450.7100404,None,450.7100404,None,3,1.620904408,450.9942582,None,450.7100404,None,3,2.226506183,451.8928597,None,450.7100404,None,space,0.224205488,2.255199329,None,450.7100404,None,450.7100404,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 147,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_0543.jpg,1,Group1_IMG_0543.jpg,,,,,0,146,146,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.227136,None,453.227136,None,453.227136,None,1,1.232921038,453.227136,None,453.227136,None,1,1.656146703,454.0102405,None,453.227136,None,1,2.027819292,454.4438179,None,453.227136,None,space,0.147630514,2.059392349,None,453.227136,None,453.227136,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 148,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_0355.jpg,0,encoded_Group2_IMG_0355.jpg,,,,,0,147,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.4614553,None,455.4614553,None,455.4614553,None,1,0.680650847,455.4614553,None,455.4614553,None,1,1.070540141,455.6955283,None,455.4614553,None,2,1.408475049,456.0945019,None,455.4614553,None,space,0.097045369,1.435540066,None,455.4614553,None,455.4614553,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 149,Group1-stimuli/group1-block1/real-group1-b1/Group1_IMG_9765.jpg,1,Group1_IMG_9765.jpg,,,,,0,148,148,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.0454948,None,457.0454948,None,457.0454948,None,3,0.794200942,457.0454948,None,457.0454948,None,4,1.149873703,457.37816,None,457.0454948,None,2,1.954559353,457.7444522,None,457.0454948,None,space,-0.314808169,1.980461071,None,457.0454948,None,457.0454948,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 150,Group1-stimuli/group1-block1/fake-group2-b1/encoded_Group2_IMG_1378.jpg,0,encoded_Group2_IMG_1378.jpg,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.0282378,None,459.0282378,None,459.0282378,None,4,1.113669188,459.0282378,None,459.0282378,None,3,2.070627777,459.6951244,None,459.0282378,None,2,2.742091212,460.6629975,None,459.0282378,None,space,-2.724555254,2.770450016,None,459.0282378,None,459.0282378,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 1,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0155.jpg,0,encoded_Group2_IMG_0155.jpg,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839.6637064,None,839.6637064,None,839.6637064,None,3,43.94287246,839.6637064,None,839.6637064,None,2,45.86594785,883.159946,None,839.6637064,None,3,48.40490741,885.093707,None,839.6637064,None,space,1.602289613,48.43741986,None,839.6637064,None,839.6637064,None,825.0794525,None,825.0794525,None,825.0794525,None,461.3132093,None,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 2,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0519.jpg,1,Group1_IMG_0519.jpg,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,889.7783287,None,889.7783287,None,889.7783287,None,2,3.10901211,889.7783287,None,889.7783287,None,2,5.031754282,892.4310076,None,889.7783287,None,4,7.13940274,894.3632845,None,889.7783287,None,space,1.393587073,6.261019402,None,889.7783287,None,889.7783287,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 3,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0135.jpg,0,encoded_Group2_IMG_0135.jpg,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.4645793,None,897.4645793,None,897.4645793,None,1,2.8489988,897.4645793,None,897.4645793,None,1,3.806256557,899.8648987,None,897.4645793,None,1,4.912162597,900.832367,None,897.4645793,None,space,0.680538422,4.943052044,None,897.4645793,None,897.4645793,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 4,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_5310.jpg,1,Group1_IMG_5310.jpg,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.1321845,None,903.1321845,None,903.1321845,None,3,4.733432773,903.1321845,None,903.1321845,None,2,9.723765014,907.4184613,None,903.1321845,None,4,10.63001856,909.885222,None,903.1321845,None,space,0.623005758,10.65934376,None,903.1321845,None,903.1321845,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 5,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0522.jpg,1,Group1_IMG_0522.jpg,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.4529699,None,914.4529699,None,914.4529699,None,3,4.264032819,914.4529699,None,914.4529699,None,2,5.920227039,918.2714384,None,914.4529699,None,3,8.194088746,919.9379602,None,914.4529699,None,space,0.608280284,7.821097584,None,914.4529699,None,914.4529699,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 6,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_0484.jpg,0,encoded_Group2_IMG_0484.jpg,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.9389177,None,922.9389177,None,922.9389177,None,1,1.964923309,922.9389177,None,922.9389177,None,1,2.52118265,924.4564061,None,922.9389177,None,1,3.061590079,925.02289,None,922.9389177,None,space,2.264857559,3.091376146,None,922.9389177,None,922.9389177,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 7,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_5948.jpg,0,encoded_Group2_IMG_5948.jpg,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.3065887,None,928.3065887,None,928.3065887,None,1,1.91317866,928.3065887,None,928.3065887,None,1,2.401472198,929.7751353,None,928.3065887,None,1,2.808410446,930.2735517,None,928.3065887,None,space,0.250872037,2.834430159,None,928.3065887,None,928.3065887,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 8,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_3591.jpg,0,encoded_Group2_IMG_3591.jpg,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.4418809,None,931.4418809,None,931.4418809,None,1,6.249443316,931.4418809,None,931.4418809,None,1,3.319897981,933.758633,None,931.4418809,None,1,3.925062313,934.3255833,None,931.4418809,None,space,2.63957966,3.955464853,None,931.4418809,None,931.4418809,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 9,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9835.jpg,1,Group1_IMG_9835.jpg,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,938.094024,None,938.094024,None,938.094024,None,1,1.652302117,938.094024,None,938.094024,None,1,2.875623446,939.2940324,None,938.094024,None,1,3.515771451,940.5286775,None,938.094024,None,space,0.340093006,3.549144931,None,938.094024,None,938.094024,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 10,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_0556.jpg,1,Group1_IMG_0556.jpg,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0281318,None,942.0281318,None,942.0281318,None,1,2.442615772,942.0281318,None,942.0281318,None,1,2.831924074,944.0122676,None,942.0281318,None,1,3.371232793,944.4117064,None,942.0281318,None,space,0.364687349,3.394646852,None,942.0281318,None,942.0281318,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 11,Group1-stimuli/group1-block2/fake-group2-b2/encoded_Group2_IMG_9736.jpg,0,encoded_Group2_IMG_9736.jpg,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.8123709,None,945.8123709,None,945.8123709,None,3,2.219253813,945.8123709,None,945.8123709,None,2,3.858342587,947.5805143,None,945.8123709,None,2,5.665872818,949.2302185,None,945.8123709,None,space,0.382484774,5.698183764,None,945.8123709,None,945.8123709,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
Trial # 12,Group1-stimuli/group1-block2/real-group1-b2/Group1_IMG_9867.jpg,1,Group1_IMG_9867.jpg,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.9320316,None,951.9320316,None,951.9320316,None,1,1.666465926,951.9320316,None,951.9320316,None,1,2.405622034,953.1478683,None,951.9320316,None,1,2.745966334,953.8990563,None,951.9320316,None,space,0.158465391,2.776703865,None,951.9320316,None,951.9320316,None,,,,,,,,,Jack Whitcomb-2nd,1,2022_Apr_07_1050,SAR-soap,2021.1.2,60.1561336
